t_aux, position_x,position_y,position_z, velocity_x, velocity_y, velocity_z, latitudes, longitudes, altitudes, Bx_IGRF, By_IGRF, Bz_IGRF, vsun_x, vsun_y, vsun_z, Bx_IGRF_n, By_IGRF_n, Bz_IGRF_n, vsun_x_n, vsun_y_n, vsun_z_n
432000,-3706.018276842163,-3091.6754120355595,4811.278180794399,-4.969770395128626, -2.3447864201645374, -5.315884975318122, 44.98797870792731, -5.3904241446969365, 447302.97154516104, 0.5026731519886962, -0.011896152629472688, 0.8643946921530495, -0.7216427428073027, -0.6351580308198059, -0.2753289444258629, 19108.782404813523, -452.2242557648189, 32859.38391354514, -0.7216427428073026, -0.6351580308198058, -0.27532894442586286
475200,5140.451930628786,2794.134458159918,3480.5437069518434,-2.860257336189206, -2.8532426183948565, 6.503231870990471, 31.02352466799211, -17.073481060670538, 435271.7745521934, 0.7445499147797727, -0.063007838089075, 0.6645866660871057, -0.7155560080579185, -0.6409288708041824, -0.2778304913106043, 24116.063709716593, -2040.8316587036172, 21526.04420715757, -0.7155560080579185, -0.6409288708041824, -0.2778304913106043
518400,1265.4980934804992,1833.9948358686972,-6443.557226669861,6.2354287627859035, 3.762019730547031, 2.3019302800327863, -70.9583705143723, -171.04539623456762, 458905.9708271375, 0.02926671681741238, 0.18070470734896324, -0.983101860454274, -0.7094129213524799, -0.6466520269293211, -0.28031136810044077, 1443.0441792676215, 8909.946330264043, -48473.473338549236, -0.7094129213524799, -0.6466520269293211, -0.28031136810044077
561600,-5680.691843016012,-3738.0701889483835,-552.2355064748972,-0.0318364331385701, 1.1540536861695943, -7.554144216503989, -4.783760450608092, 166.72969102369007, 444648.7996011951, 0.9242793419151302, 0.1462763781770525, -0.35257753657364166, -0.7032139204864334, -0.6523270167577577, -0.2827713656684927, 27985.030489336845, 4428.908791440306, -10675.22843302349, -0.7032139204864333, -0.6523270167577576, -0.28277136566849265
604800,1309.0784390792323,-148.73856803726594,6677.836200913764,-6.157973653592273, -4.399141559661356, 1.113557272031312, 79.03732028248906, 126.31618660624396, 449031.8069811722, 0.059030883332631796, -0.010411426619721552, 0.9982018618539596, -0.69695944851551, -0.6579533611239449, -0.2852102763062019, 2863.3419660254913, -505.0148851485016, 48418.60938291663, -0.69695944851551, -0.6579533611239449, -0.2852102763062019
648000,5007.690765660978,3893.0500801499925,-2485.6126424467957,2.824688461204765, 0.8630710842678896, 7.058532858915465, -21.415525124761995, -9.776896986694974, 437261.87129713036, 0.5071555960379869, -0.16705980694936728, -0.8455082627091202, -0.6906499537291275, -0.6635305841879763, -0.2876278937466201, 11287.974723356201, -3718.320162224883, -18818.831878046545, -0.6906499537291275, -0.6635305841879763, -0.2876278937466201
691200,-3552.632552940329,-1644.0407114488323,-5586.462294220642,4.818214736465161, 4.108476298794511, -4.26707083971108, -55.26875339164914, -23.190800322662476, 457752.0244011706, 0.49786890840451337, -0.10289135993584975, -0.8611271207520118, -0.6842858896232888, -0.6690582134889698, -0.29002401318755056, 11845.634719040483, -2448.061015601961, -20488.520465711663, -0.6842858896232887, -0.6690582134889697, -0.2900240131875505
734400,-3390.3235765083964,-3249.059295716571,4937.483354747517,-4.91969703793146, -2.7460220346251494, -5.168283409038883, 46.519963600395954, 175.0934131290792, 446993.8198704315, 0.5103097473224931, 0.016311479504497618, 0.8598359712317388, -0.6778677148727591, -0.6745357799983109, -0.29239843131462595, 19541.039040026506, 624.6074261179035, 32925.27405172283, -0.6778677148727591, -0.6745357799983109, -0.29239843131462595
777600,4988.975397148079,3141.0654673850954,3403.741914329139,-2.604216235026438, -2.9774477840434095, 6.554627592884813, 30.269311073882857, 163.14798390586154, 434732.6919892203, 0.7526835116562972, 0.01812893916725628, 0.6581328686864185, -0.6713958933023146, -0.6799628181729186, -0.29475094632439997, 24165.712453004853, 582.049060739867, 21130.062521961623, -0.6713958933023146, -0.6799628181729186, -0.29475094632439997
820800,1150.5032310037848,1908.6297719747681,-6441.031017560558,5.992740886469463, 4.14046727656071, 2.303060769344357, -70.95552896412408, 9.017392758506535, 456628.1180361739, 0.38903312279518204, -0.21563211983708677, -0.8956316308967616, -0.6648708938573006, -0.6853388660083084, -0.2970813579473481, 12753.383721797785, -7068.907519411634, -29360.82609145748, -0.6648708938573005, -0.6853388660083083, -0.297081357947348
864000,-5438.513204747546,-4066.7202585222444,-639.9999751072904,-0.022355430141494277, 1.2104967125588522, -7.546528335101803, -5.52509564208542, -13.276756809665953, 443000.93089781876, 0.786654082021478, -0.1621810179519268, -0.595711904073624, -0.6582931905736122, -0.6906634650913573, -0.2993894674707402, 18433.1023472629, -3800.2717725801185, -13958.890887662308, -0.6582931905736121, -0.6906634650913572, -0.29938946747074013
907200,1175.1472723714726,-181.4438813601876,6701.955144084052,-5.911653541383689, -4.7666357102385835, 0.9119356969597732, 80.13011678928956, -59.46796397516024, 449235.958298939, 0.06215080926057613, -0.0431560757360073, 0.9971333060505618, -0.6516632625467835, -0.6959361606530282, -0.3016750777614957, 2891.9598760160156, -2008.1096436182513, 46397.93988920123, -0.6516632625467835, -0.6959361606530282, -0.3016750777614957
950400,4853.376145904383,4228.015084908511,-2227.21544507178,2.5473245349791087, 0.8439657658927772, 7.166819442702141, -19.096803743763807, 169.9738216808454, 435292.7643900296, 0.7071505858653093, 0.15092459486520357, -0.6907675553868493, -0.6449815939002386, -0.7011565016209793, -0.3039379932889887, 25620.513161146897, 5468.093566454618, -25026.94560088074, -0.6449815939002386, -0.7011565016209793, -0.3039379932889887
993600,-3219.9852603127792,-1646.159136092463,-5780.744227012588,4.756831650950919, 4.504508016250273, -3.9259172845818293, -58.24957822849724, 155.6208284599335, 456027.1406553703, 0.10928455258357894, 0.08994254155282197, -0.9899329400447415, -0.6382486737532712, -0.7063240406716166, -0.30617802014761136, 5717.242549062012, 4705.361493275114, -51788.53361927267, -0.6382486737532711, -0.7063240406716165, -0.3061780201476113
1036800,-3458.690017641489,-3625.607488770118,4617.317504283889,-4.490855912092075, -2.7779930480530455, -5.529292005033674, 42.74674794652041, -5.779937961532469, 445422.8249681866, 0.5385436090231233, -0.01278118212761887, 0.8425006958832555, -0.6314649961875201, -0.7114383342825393, -0.3083949660795084, 20062.439849545917, -476.139152605625, 31385.79541407695, -0.6314649961875201, -0.7114383342825393, -0.3083949660795084
1080000,4595.315947114547,3205.4280973908153,3865.599466715359,-2.8431857529540383, -3.4355431934828946, 6.221699424810131, 34.88130981396929, -17.587402397714452, 435768.4970649249, 0.6729783608232136, -0.05787655962305964, 0.7373943515581732, -0.6246310602133898, -0.7164989427842378, -0.3105886404969863, 22900.027531303407, -1969.416679555548, 25091.96719409186, -0.6246310602133898, -0.7164989427842378, -0.3105886404969863
1123200,1508.4702774615691,2346.302840410433,-6216.0199070430945,5.592612608332681, 4.274714997809134, 2.975198493905642, -65.89335424895738, -176.01054740715085, 452844.02964011376, 0.0803318017178744, 0.1668707703447199, -0.9827008434092849, -0.6177473697354441, -0.7215054304117935, -0.31275885450492535, 4009.097959808948, 8327.975355143895, -49043.39081365426, -0.6177473697354441, -0.7215054304117935, -0.31275885450492535
1166400,-5154.7784541199435,-4252.069197843251,-1359.800565638734,0.5289826115874399, 1.730988682721028, -7.42659264243483, -11.676519649791341, 166.0138253741643, 441888.4336486365, 0.8238597189866149, 0.14447415975517777, -0.5480715104749848, -0.6108144335170761, -0.7264573653563359, -0.3149054209230837, 27356.349252520253, 4797.2797809420035, -18198.77257059292, -0.6108144335170761, -0.7264573653563359, -0.3149054209230837
1209600,569.5000260737557,-661.3282529694768,6750.767651031876,-5.725395709664713, -5.069604680588022, -0.008459325854431366, 82.76265337986725, 75.9265742084817, 449854.221607543, 0.03967726520357182, 0.03243578292676917, 0.9986859539474323, -0.6038327651444092, -0.7313543198162743, -0.31702815430830683, 1890.543661572073, 1545.5012714639129, 47585.42178875802, -0.6038327651444092, -0.7313543198162743, -0.31702815430830683
1252800,4840.652834761222,4597.884033408242,-1341.993045377322,1.7702541022062839, 0.3028530130597382, 7.440606488400828, -11.337771630532021, -10.998464206307277, 432485.14572691044, 0.6682761316857128, -0.16175691367387063, -0.726114118233411, -0.5968028829895441, -0.7361958700482185, -0.3191268709765995, 15581.971721845806, -3771.6320173240624, -16930.56076775621, -0.5968028829895441, -0.7361958700482185, -0.3191268709765995
1296000,-2484.775646141429,-1186.48977289853,-6234.488657995617,4.9378446226341115, 5.043522691964491, -2.921745676045663, -66.42276053128882, -29.349737288583515, 455279.7578179462, 0.4864295835575865, -0.04029918154842397, -0.872789915275446, -0.5897253101729959, -0.7409815964176882, -0.3212013890251072, 14280.773450202734, -1183.1177653969753, -25623.67806355821, -0.5897253101729958, -0.7409815964176881, -0.32120138902510714
1339200,-3806.463252392046,-4220.619450916426,3758.5509767662634,-3.6682386623772834, -2.314222940827599, -6.297488876700123, 33.552430842830326, 172.39690673519266, 442278.79690130084, 0.6915002001962445, 0.041969294139747364, 0.7211560520982717, -0.5826005745255963, -0.7457110834494142, -0.32325152835392174, 22542.502984675466, 1368.1744967557215, 23509.26645028953, -0.5826005745255962, -0.7457110834494141, -0.3232515283539217
1382400,3909.048719155654,2864.265015033644,4779.309382839146,-3.4516486744620325, -4.23621867487381, 5.357932537293538, 44.890039732849075, 160.32132629633315, 438827.15477878187, 0.5327687546956124, -0.030426202751418642, 0.8457137223707654, -0.5754292085492442, -0.7503839198776397, -0.3252771106878847, 20717.47986476937, -1183.1666878138292, 32886.795368819665, -0.5754292085492442, -0.7503839198776397, -0.3252771106878847
1425600,2234.025963369412,3169.31209118871,-5599.407139558556,4.934384397841777, 4.013181002992505, 4.242910721409059, -55.38816799487178, -1.812065677645023, 447241.1976272058, 0.45917921732381506, -0.17124923046915652, -0.8716812189336249, -0.5682117493773069, -0.7549996986958677, -0.32727795959815215, 11055.379941526082, -4123.064015319709, -20986.940827524246, -0.5682117493773069, -0.7549996986958677, -0.32727795959815215
1468800,-4703.524728863098,-4148.353224765011,-2671.479700142159,1.5221240122415192, 2.7611779629475746, -6.964180554204694, -23.303297240136523, -15.523261236442455, 441988.78953623277, 0.5104064940703419, -0.19100275914093204, -0.8384528351740324, -0.5609487387342893, -0.7595580172063122, -0.3292539005236316, 10999.042314748918, -4116.0280177300765, -18068.301089698565, -0.5609487387342893, -0.7595580172063122, -0.3292539005236316
1512000,-444.6778716631617,-1651.9568453305492,6589.091240867039,-5.421490885541655, -5.13449857614328, -1.6467191247457524, 75.49605336360362, -163.0180627152895, 449452.65820087853, 0.12118497959016152, 0.01904341233323075, 0.9924472525874807, -0.5536407228944196, -0.7640584770692663, -0.3312047607923804, 5740.100424827965, 902.0185471321104, 47008.68800294157, -0.5536407228944196, -0.7640584770692663, -0.3312047607923804
1555200,4783.202464661176,4840.543428971062,219.33327317258247,0.5234107292444694, -0.8653593339013074, 7.588148458289022, 1.9524851761539048, 167.3876295839839, 430558.09838473523, 0.9820659649551867, 0.14158846485209228, -0.12449557059375929, -0.5462882526399245, -0.7685006843518767, -0.3331303696427502, 27990.31070360003, 4035.4775184950613, -3548.3051307050487, -0.5462882526399244, -0.7685006843518766, -0.33313036964275017
1598400,-1332.3087704493307,-138.97689837316955,-6679.007256438789,5.134207709110917, 5.543925033400917, -1.1350308457039762, -78.85915620374145, 127.56505585668496, 454454.55489356484, -0.16140068589951106, -0.07040100503451119, -0.9843746832793386, -0.5388918832185327, -0.772884249576628, -0.33503055824440237, -7925.002670791339, -3456.789231194871, -48334.19356659481, -0.5388918832185327, -0.772884249576628, -0.33503055824440237
1641600,-4223.066933998651,-4877.099355864656,2192.7815225689505,-2.381923803489242, -1.1707801399662, -7.17279339418824, 18.7941052519458, -9.865050793560064, 437926.4246408318, 0.9507680492681287, -0.0595815304490485, 0.30412194547619575, -0.5314521742996323, -0.7772087877698513, -0.3369051597193365, 26464.18843834154, -1658.4243133350526, 8465.093541492517, -0.5314521742996323, -0.7772087877698513, -0.3369051597193365
1684800,2819.958803817259,1915.9809630456832,5890.266924326223,-4.194865188475669, -5.216313620165944, 3.703545592741885, 60.20353041513329, -25.115607927891435, 443697.3577630934, 0.2881028939220828, -0.05802119954889668, 0.9558400822923404, -0.5239696899308738, -0.7814739185091857, -0.3387540091624638, 12333.774977276964, -2483.9056956550885, 40919.81280980808, -0.5239696899308738, -0.7814739185091857, -0.3387540091624638
1728000,3133.473516409337,4255.520569312287,-4294.185755944619,3.8375749734385356, 3.0823507760493065, 5.855716172237962, -39.19243179003488, 173.62122400916766, 439777.52862785826, 0.39504836816948924, 0.14973492215649525, -0.9063753305851898, -0.5164449984929075, -0.7856792659713598, -0.34057694366231867, 17652.91582950747, 6690.973031516019, -40501.793476331346, -0.5164449984929074, -0.7856792659713597, -0.3405769436623186
1771200,-3879.729470920703,-3475.369009501327,-4392.452264068851,2.766389474852974, 4.197855565500784, -5.759094860449443, -40.4178318430626, 161.50570586669573, 444336.3005744536, 0.3502056035307357, 0.11951909965479351, -0.9290162646979765, -0.5088786726542195, -0.789824458979123, -0.3423738023214033, 16513.28333926831, 5635.697250859761, -43806.006103497326, -0.5088786726542195, -0.789824458979123, -0.3423738023214033
1814400,-1732.0703855230804,-3101.614803547054,5808.08506209023,-4.724790966622834, -4.608503835709958, -3.86198753614714, 58.64200026456926, -0.2811135406103107, 445795.4313348756, 0.319330455640732, -0.00410481307817681, 0.9476345343062776, -0.5012712893248236, -0.7939091310480472, -0.3441444262764746, 13416.65748109486, -172.4635722055198, 39814.83049755943, -0.5012712893248236, -0.7939091310480472, -0.3441444262764746
1857600,4399.147691544441,4609.506300699336,2396.46320785783,-1.087592785055249, -2.6562880218173377, 7.095851111443871, 20.823525834174678, -15.033240311940782, 432122.24064821005, 0.9207746055392159, -0.08079523756812033, 0.3816362867710727, -0.49362342960941114, -0.7979329204328376, -0.3458886587186197, 26104.083062497575, -2290.555777542685, 10819.43970826738, -0.4936234296094111, -0.7979329204328375, -0.3458886587186196
1900800,193.48861548425248,1550.299848110701,-6627.505520789832,5.001796446730022, 5.593325946969463, 1.4560512322949597, -76.79683694389422, -159.56787358026162, 451286.35097389325, -0.008733997173394634, 0.21434392673276542, -0.9767192013911441, -0.4859356787596491, -0.8018954701733212, -0.34760634491318976, -418.51175637810405, 10270.83607482364, -46801.99230057126, -0.48593567875964905, -0.8018954701733211, -0.3476063449131897
1944000,-4383.28636495791,-5212.1842841174575,-184.05711728865745,-0.6190362391741908, 0.7860351976040314, -7.583968568937435, -1.6449532710719432, 167.54791964636428, 434658.2847900299, 0.9579764442846587, 0.14660054801736316, -0.2465550881988267, -0.4782086261262468, -0.8057964281397766, -0.3492973322194507, 28090.50645525603, 4298.731628522319, -7229.673900590578, -0.4782086261262468, -0.8057964281397766, -0.3492973322194507
1987200,1261.3541003858102,175.2595083263871,6685.041761476114,-4.699316205900632, -5.942388242488228, 1.0434182480684664, 79.4109267322399, 125.11204328339035, 447776.27794446476, 0.05528820168773985, -0.008706508922550388, 0.9984324771643386, -0.47044286510978456, -0.8096354470781295, -0.3509614701101739, 2681.5763806223176, -422.2812095833787, 48425.755707005184, -0.47044286510978456, -0.8096354470781295, -0.3509614701101739
2030400,3875.073179235165,5225.27829324893,-2009.7859333030594,2.157033502087789, 1.1869031479749053, 7.2462277443626295, -17.189346049812304, -9.970702096503722, 432458.9632513833, 0.5648064364604936, -0.16493179950773482, -0.8085735531440159, -0.46263899311101947, -0.8134121846546184, -0.3525986101909977, 12879.686166975305, -3761.058089079873, -18438.482522745635, -0.46263899311101947, -0.8134121846546184, -0.3525986101909977
2073600,-2498.2740296964125,-1899.196304880077,-6043.474865810536,3.902408704346325, 5.637134722621343, -3.3805748493747463, -62.81111360116647, -26.476507049972124, 448447.02944613935, 0.4972929665507008, -0.0640389481360852, -0.8652159953103199, -0.4547976114807812, -0.8171263034998855, -0.35420860621954037, 13595.796395927464, -1750.799948582836, -23654.6689818094, -0.4547976114807812, -0.8171263034998855, -0.35420860621954037
2116800,-2995.669607193853,-4685.007514381415,3929.2551895635356,-3.3620123702083924, -3.030867179223131, -6.166961609596251, 35.34146423468457, 172.9633895860842, 437972.9468102203, 0.6655877932384187, 0.03778289642579561, 0.7453625575716085, -0.44691932546875834, -0.8207774712528229, -0.35579131412440607, 22213.14368130658, 1260.9559783520358, 24875.5246929138, -0.4469193254687583, -0.8207774712528227, -0.355791314124406
2160000,3391.946684661782,3423.2988135030437,4806.001473896037,-2.7585527431509007, -4.750910228526443, 5.325571353622484, 45.19601843121088, 160.50005114727068, 438607.32719969715, 0.5284163346521811, -0.030244720314193996, 0.8484464827942129, -0.43900474417208635, -0.8243653606037264, -0.35734659202389085, 20615.353605584834, -1179.9514191580272, 33100.8394540463, -0.43900474417208635, -0.8243653606037264, -0.35734659202389085
2203200,1864.4692596621185,3661.0726634304074,-5428.52301438689,4.151553426274672, 4.573822492346474, 4.508765978044241, -52.991594813701866, -2.491458949809235, 443437.8985141415, 0.4557147893794123, -0.1681398829255859, -0.8741012587284428, -0.4310544804829624, -0.8278896493371254, -0.3588743002445495, 10585.274154803526, -3905.527752451523, -20303.491741620925, -0.43105448048296235, -0.8278896493371253, -0.35887430024454947
2246400,-3896.070853274305,-4613.533657025084,-3148.498899825414,1.4149689185450611, 3.387848943225629, -6.710989306329233, -27.772440206563434, -15.970201573826623, 436551.0318934389, 0.4750805464291844, -0.1872136965944302, -0.8597962003940214, -0.4230691510355136, -0.8313500203741573, -0.36037430133956283, 10055.729951975572, -3962.634105762728, -18198.763283155626, -0.4230691510355136, -0.8313500203741573, -0.36037430133956283
2289600,-637.3293251572795,-2292.0202298959703,6375.69285223081,-4.487956508844616, -5.672560874718256, -2.4840968532338286, 69.6179269426266, -172.2133345128633, 445707.5570963858, 0.19721197159740783, 0.0180659737970071, 0.9801943984993126, -0.41504937615238857, -0.8347461618142824, -0.3618464601068206, 9216.660684990688, 844.3095471448339, 45809.18238949067, -0.41504937615238857, -0.8347461618142824, -0.3618464601068206
2332800,3998.145710865629,5368.754556542649,1240.7728917396114,-0.028405953199238616, -1.7066931746825884, 7.461017724411603, 10.64676101109071, 166.5169371738141, 430539.4580806449, 0.9784545563231406, 0.11602926662092194, 0.17077438478266357, -0.4069957797904911, -0.83807776697659, -0.36329064360682733, 27090.500142971156, 3212.5057251456383, 4728.235425419874, -0.40699577979049106, -0.8380777669765899, -0.3632906436068273
2376000,-566.8695167354132,712.3565036108168,-6745.762361729464,4.3899715993243085, 6.251490698825179, 0.291466262573776, -82.44125231316167, 60.40781731674009, 449790.5502893611, 0.0428920367892796, -0.3007071993136151, -0.9527515171654299, -0.3989089894857518, -0.8413445344407188, -0.3647067211804391, 1853.879747616366, -12997.167504744935, -41179.82904055565, -0.3989089894857518, -0.8413445344407188, -0.3647067211804391
2419200,-3738.286081660291,-5645.750804051797,711.4960000994639,-1.2606033160888885, -0.11934337808752278, -7.547727472477673, 5.960966691960073, -11.334529778378448, 430580.020086011, 0.9687113126440977, -0.11268591726044083, -0.22113406975525643, -0.3907896362981653, -0.844546168086884, -0.3660945644662161, 24058.121303795597, -2798.5752115162704, -5491.904765778799, -0.3907896362981653, -0.844546168086884, -0.3660945644662161
2462400,1633.0218910505478,920.488173250416,6540.58694788566,-3.922443442526818, -6.295922659166674, 1.8632202569833771, 74.21772958016814, -38.67430446997831, 445574.74504739104, 0.1305919993287818, -0.0549420155350231, 0.9899126752599245, -0.38263835475515307, -0.8476823771358, -0.3674540474177268, 5964.9407005844105, -2509.540142745722, 45215.40704661638, -0.38263835475515307, -0.8476823771358, -0.3674540474177268
2505600,3179.1310887764125,5448.124822030018,-2562.1115981651,2.3512452566730624, 1.931079784547734, 7.020801301264001, -22.163197837546424, 170.89076958890507, 433215.39632291894, 0.6562267683454138, 0.1512723390619262, -0.7392449580089595, -0.374455782794971, -0.8507528761877868, -0.36878504632050046, 24677.93348194868, 5688.717530437649, -27799.899029733846, -0.374455782794971, -0.8507528761877868, -0.36878504632050046
2548800,-2485.909362824141,-2468.351313553946,-5835.829232030468,3.1650707219580205, 5.826089873870272, -3.8101753909249965, -59.27718537586171, 155.65924193006916, 444204.1361577226, 0.09643034194672848, 0.08902008043207509, -0.9913509037832688, -0.36624256170928665, -0.8537573852614124, -0.37008743980877756, 5082.546056718731, 4691.974016008116, -52251.050085788316, -0.36624256170928665, -0.8537573852614124, -0.37008743980877756
2592000,-2408.651588324874,-4822.01578890151,4154.183851269479,-3.168676303355325, -3.574147273197235, -5.978796606360529, 37.73486524057094, -6.417277473514522, 435028.0955165306, 0.6244864992375375, -0.015351353674007459, 0.7808847214604859, -0.35799933608521894, -0.8566956298315465, -0.37136110888200524, 22182.252198775222, -545.292170775818, 27737.640206402782, -0.3579993360852189, -0.8566956298315463, -0.3713611088820052
2635200,3081.2520718036667,3820.6699225527286,4714.083481130123,-2.218612042313417, -4.915864960212605, 5.426692931827186, 44.107967952399235, -19.06401320817364, 437634.80507587566, 0.5132448494545104, -0.052296395654650725, 0.8566474254382309, -0.3497267537467692, -0.8595673408668486, -0.3726059369210878, 19366.798218963497, -1973.3539329213806, 32324.762442116305, -0.34972675374676915, -0.8595673408668485, -0.37260593692108773
2678400,1514.9920311175008,3844.958098263521,-5408.890834571134,3.679901726857326, 4.936482600876507, 4.535756680924463, -52.74147963013947, 177.56471978022375, 442352.0974273604, 0.22851921936592667, 0.15409632835319131, -0.9612665020526061, -0.34142546569554494, -0.8623722548667169, -0.3738218097044026, 11110.930595043883, 7492.38341542616, -46738.14927813305, -0.34142546569554494, -0.8623722548667169, -0.3738218097044026
2721600,-3399.6822175517323,-4879.874228496163,-3309.4753859960642,1.184357114316541, 3.662034887393785, -6.6143129493606665, -29.325024094738726, 163.93346476481872, 433108.65049612045, 0.5193955309919515, 0.13063186519958908, -0.8444901409608434, -0.33309612605104766, -0.8651101138975926, -0.375008615423538, 21935.23193444629, 5516.875079209552, -35664.70253017327, -0.3330961260510476, -0.8651101138975925, -0.37500861542353797
2764800,-583.8627288551831,-2607.9030253298392,6255.329437726067,-3.8886130233104828, -5.944859676876446, -2.839433693378262, 66.96517527523814, 5.324188171732468, 442245.12548254844, 0.2324473582150059, 0.005095821436753058, 0.9725956293664646, -0.3247393919904015, -0.8677806656286653, -0.37616624469877, 10209.115343012238, 223.80907752492516, 42716.51456295543, -0.3247393919904015, -0.8677806656286653, -0.37616624469877
2808000,3457.0154758836734,5605.738541534488,1722.43798456947,-0.14738170615482457, -2.168410557972953, 7.337627309249184, 14.816258073136169, -13.88070538901381, 430750.8014806102, 0.9836480867607381, -0.09530176442682671, 0.15282020517285294, -0.3163559236872636, -0.8703836633670514, -0.37729459059431225, 26045.23465189767, -2523.419554863968, 4046.4045595670955, -0.31635592368726356, -0.8703836633670513, -0.3772945905943122
2851200,-306.1649003576964,1223.5620568471386,-6687.305679867686,3.8128831524627764, 6.547600535073872, 1.0208811746268023, -79.41365577395737, -149.37802855454848, 447731.45503672084, -0.0030055360944036247, 0.24019125090281943, -0.970720932988737, -0.3079463842506447, -0.8729188660922069, -0.37839354863323194, -140.6892205535486, 11243.358526361253, -45439.47141127176, -0.3079463842506447, -0.8729188660922069, -0.37839354863323194
