t_aux, position_x,position_y,position_z, velocity_x, velocity_y, velocity_z, latitudes, longitudes, altitudes, Bx_IGRF, By_IGRF, Bz_IGRF, vsun_x, vsun_y, vsun_z, Bx_IGRF_n, By_IGRF_n, Bz_IGRF_n, vsun_x_n, vsun_y_n, vsun_z_n
1380,-6072.499905443332,-3091.6653863565025,-382.64350672966435,-0.07352147491430129, 1.0619420675219704, -7.5660554522771575, -3.353239011958337, -18.996403435686926, 446894.6339137533, 0.8386617353072927, -0.1934499890223082, -0.509140054875502, -0.7791434619413421, -0.24931001616866158, -0.24931001616866158, 19265.742489471973, -4443.93432559479, -11695.968440378367, -0.7791434619413421, -0.24931001616866158, -0.24931001616866158
1382,-6072.631684830114,-3089.5337216519483,-397.7747023489397,-0.058272237062662484, 1.0697030857634902, -7.565072794156791, -3.4812776654898205, -19.021109687455898, 446917.3380407512, 0.836458193319197, -0.1939262925502734, -0.5125722230933807, -0.7791432086121212, -0.249310141402218, -0.249310141402218, 19203.314147333575, -4452.138250320785, -11767.57607478317, -0.7791432086121212, -0.249310141402218, -0.249310141402218
1384,-6072.732967270393,-3087.386497002454,-412.9041988393879,-0.04302254199487221, 1.077458815192701, -7.564052022124593, -3.609317486401616, -19.045820577358022, 446940.18996735325, 0.8342500909111031, -0.19439931612075062, -0.5159803210458715, -0.7791429552827908, -0.24931026663572484, -0.24931026663572484, 19140.863449183707, -4460.25814683248, -11838.546947976787, -0.7791429552827908, -0.24931026663572484, -0.24931026663572484
1386,-6072.8037484661045,-3085.223809724084,-428.031311330752,-0.027773080466124454, 1.0852089046067457, -7.562993183143603, -3.737353297593401, -19.070535610792486, 446963.1885800945, 0.8320377818904352, -0.19486902478889304, -0.5193642196808229, -0.7791427019533331, -0.24931039186919096, -0.24931039186919096, 19078.39773402329, -4468.293197595818, -11908.878860498884, -0.7791427019533331, -0.24931039186919096, -0.24931039186919096
1388,-6072.844030692631,-3083.0456277829203,-443.15626804517404,-0.012523622916059386, 1.0929534709431585, -7.561896263152919, -3.8653876491314794, -19.09525528028844, 446986.33413966274, 0.8298214840809832, -0.1953354089907326, -0.5227240022727652, -0.7791424486237305, -0.24931051710262517, -0.24931051710262517, 19015.920575380293, -4476.243016340965, -11978.574067737378, -0.7791424486237304, -0.24931051710262514, -0.24931051710262514
1390,-6072.853814035455,-3080.8519622678195,-458.2789928029727,0.0027257534080957478, 1.1006924750753901, -7.560761268442144, -3.9934205150080517, -19.119979749557988, 447009.62644497957, 0.8276014583928933, -0.1957984508714856, -0.5260596854942244, -0.7791421952939827, -0.2493106423360275, -0.2493106423360275, 18953.43678276635, -4484.107082124678, -12047.633425318707, -0.7791421952939827, -0.2493106423360275, -0.2493106423360275
1392,-6072.833098011102,-3078.642779744245,-473.3997136246257,0.017975278063171413, 1.1084260334406941, -7.559588181513356, -4.121454445094494, -19.144709511962006, 447033.0657645496, 0.825377918850348, -0.19625814082448412, -0.5293713566433166, -0.7791419419641432, -0.2493107675693715, -0.2493107675693715, 18890.94989823991, -4491.885015050011, -12116.059259062124, -0.7791419419641432, -0.2493107675693715, -0.2493107675693715
1394,-6072.781883847485,-3076.4181803364963,-488.5177460248807,0.03322426029623205, 1.1161537958395262, -7.5583770562439945, -4.249484262382508, -19.169444072862813, 447056.65094737185, 0.8231512131693439, -0.19671444499559754, -0.5326589034156016, -0.779141688634141, -0.24931089280269236, -0.24931089280269236, 18828.467203522458, -4499.5760399818, -12183.849738871286, -0.779141688634141, -0.24931089280269236, -0.24931089280269236
1396,-6072.700171983502,-3074.1781310791653,-503.6333180858566,0.04847292966433868, 1.1238758788771408, -7.557127876295143, -4.377512516675079, -19.19418392590433, 447080.38225205307, 0.8209215519104447, -0.19716735411813677, -0.5359224198323862, -0.7791414353040471, -0.2493110180359549, -0.2493110180359549, 18765.992207687435, -4507.179793709382, -12251.00733571275, -0.7791414353040471, -0.2493110180359549, -0.2493110180359549
1398,-6072.587963122436,-3071.922643370009,-518.7463537058799,0.0637212089623227, 1.1315922435619898, -7.555840648739353, -4.505539182182178, -19.218929235614716, 447104.25946372526, 0.8186891889054313, -0.1976168508867463, -0.5391619350575229, -0.779141181973826, -0.24931114326917675, -0.24931114326917675, 18703.529653843994, -4514.695785345805, -12317.53317037773, -0.7791411819738259, -0.24931114326917672, -0.24931114326917672
1400,-6072.445254944454,-3069.65168284612,-533.8570807441002,0.07896932772227375, 1.1393030059881848, -7.554515353802487, -4.633566808553205, -19.243680496602746, 447128.2828487653, 0.8164543307154267, -0.19806292596666544, -0.5423775467453901, -0.7791409286434062, -0.2493112685023931, -0.2493112685023931, 18641.08301507512, -4522.123658671809, -12383.429781717448, -0.7791409286434062, -0.2493112685023931, -0.2493112685023931
1402,-6072.272054203027,-3067.3653524265083,-548.9648151922853,0.09421659528701302, 1.1470078170068099, -7.553152052268413, -4.761590219198202, -19.26843721422499, 447152.45121888473, 0.8142173181888196, -0.19850554656760777, -0.5455691585338214, -0.7791406753129306, -0.24931139373553346, -0.24931139373553346, 18578.65949981445, -4529.462682896281, -12448.69570269887, -0.7791406753129306, -0.24931139373553346, -0.24931139373553346
1404,-6072.068359500767,-3065.063618216963,-564.0697849743979,0.10946324119229806, 1.154706792881714, -7.551750725521679, -4.889611963647896, -19.293199883405066, 447176.7648306162, 0.8119783541200505, -0.19894470367814687, -0.5487368743932818, -0.7791404219822922, -0.24931151896865075, -0.24931151896865075, 18516.262541497163, -4536.712519309707, -12513.333614019379, -0.779140421982292, -0.24931151896865072, -0.24931151896865072
1406,-6071.8341671404,-3062.7464451559704,-579.1722178441981,0.12470949496759477, 1.162400049457704, -7.550311352079542, -5.017634591612399, -19.31796899981553, 447201.22394879465, 0.809737639157579, -0.19938038814210773, -0.5518807992273449, -0.7791401686515085, -0.24931164420173613, -0.24931164420173613, 18453.895554112067, -4543.872830390636, -12577.346210380852, -0.7791401686515085, -0.24931164420173613, -0.24931164420173613
1408,-6071.569488019588,-3060.413938259729,-594.2714301431029,0.13995466601981285, 1.1700872383698644, -7.548833997905965, -5.145652926449459, -19.34274406876474, 447225.82735720585, 0.8074955085479645, -0.19981256795080227, -0.5550008480748206, -0.7791399153206154, -0.249311769434772, -0.249311769434772, 18391.56568116476, -4550.942919790981, -12640.732291904633, -0.7791399153206154, -0.249311769434772, -0.249311769434772
1410,-6071.274319363204,-3058.0660629325016,-609.3676497088618,0.15519898390162243, 1.1777684756425846, -7.547318642674948, -5.273669517855246, -19.36752558628681, 447250.57531089947, 0.8052521589678373, -0.20024123426119306, -0.5580971318499952, -0.7791396619895774, -0.2493118946677759, -0.2493118946677759, 18329.27629207296, -4557.922468092021, -12703.494692400585, -0.7791396619895773, -0.24931189466777587, -0.24931189466777587
1412,-6070.9486629552985,-3055.702831118261,-624.4608005361836,0.17044237144202323, 1.185443722500421, -7.5457652948312095, -5.401684339949895, -19.39231371852837, 447275.4675708567, 0.8030078305496201, -0.20066637064584844, -0.5611696996166271, -0.7791394086584476, -0.24931201990072152, -0.24931201990072152, 18267.03198386954, -4564.811040716529, -12765.634980494697, -0.7791394086584476, -0.24931201990072152, -0.24931201990072152
1414,-6070.592513262501,-3053.324206830118,-639.551110197862,0.18568505812641384, 1.1931130944352621, -7.54417393061741, -5.529699942308154, -19.41710896270223, 447300.5043997949, 0.800762715703767, -0.20108796815618957, -0.5642186652367532, -0.7791391553271549, -0.24931214513364403, -0.24931214513364403, 18204.83608251583, -4571.608326234629, -12827.156052468847, -0.7791391553271549, -0.24931214513364403, -0.24931214513364403
1416,-6070.205886706386,-3050.9302978658807,-654.6378955967591,0.20092635354390215, 1.200776244176259, -7.542544622894555, -5.65771114862917, -19.44191082410063, 447325.68454454595, 0.7985171416526277, -0.20150599581108444, -0.5672439582217694, -0.7791389019957351, -0.24931227036652584, -0.24931227036652584, 18142.695631633364, -4578.3136757508355, -12888.057057361793, -0.7791389019957351, -0.24931227036652584, -0.24931227036652584
1418,-6069.78877867564,-3048.521068703919,-669.7213843928107,0.21616648720651888, 1.2084332873965822, -7.540877349061542, -5.7857205084233465, -19.466719800325635, 447351.0082580589, 0.7962712965963566, -0.2019204449634941, -0.5702456980306837, -0.7791386486641879, -0.24931239559936683, -0.24931239559936683, 18080.61390635847, -4584.926796671558, -12948.341026389131, -0.7791386486641879, -0.24931239559936683, -0.24931239559936683
1420,-6069.341191571516,-3046.096531597887,-684.8015006514063,0.231405381979114, 1.216084185452453, -7.539172118345169, -5.913727995816699, -19.491536058610066, 447376.475287632, 0.7940254122084113, -0.20233129965108781, -0.5732239439771899, -0.7791383953325136, -0.2493125208321672, -0.2493125208321672, 18018.595403802687, -4591.447288568147, -13008.009773352225, -0.7791383953325136, -0.2493125208321672, -0.2493125208321672
1422,-6068.8631180251605,-3043.6566496393752,-699.8784717400927,0.24664326727877414, 1.2237290534706315, -7.537428904716018, -6.041736160187072, -19.516360097855838, 447402.08589383046, 0.7917796723150273, -0.20273855110427216, -0.5761788180806791, -0.7791381420006942, -0.24931264606493564, -0.24931264606493564, 17956.64335168451, -4597.874867351005, -13067.066388329025, -0.7791381420006942, -0.24931264606493564, -0.24931264606493564
1424,-6068.3545799801595,-3041.2015333979134,-714.9516151844314,0.26187945293937526, 1.231367545305673, -7.535647787924537, -6.169739825641856, -19.541191423348018, 447427.83878675615, 0.7895343955557377, -0.2031421693570754, -0.5791102634760821, -0.7791378886687654, -0.24931277129765453, -0.24931277129765453, 17894.764679247826, -4604.20893318782, -13125.510359744814, -0.7791378886687653, -0.2493127712976545, -0.2493127712976545
1426,-6067.81557098967,-3038.7311464298823,-730.0211584422254,0.27711416840801445, 1.2389997762673057, -7.533828743097093, -6.297741541443746, -19.566030534413546, 447453.73421724257, 0.7872897613428106, -0.20354214593306502, -0.5820184073667628, -0.7791376353367092, -0.2493128965303327, -0.2493128965303327, 17832.962557410374, -4610.44922150181, -13183.344907969291, -0.7791376353367092, -0.2493128965303327, -0.2493128965303327
1428,-6067.24608230915,-3036.2454511399524,-745.0873287014006,0.2923476430247566, 1.2466258611955237, -7.53197174250322, -6.4257438566994685, -19.59087793131133, 447479.7724442098, 0.7850459468775587, -0.20393847218186106, -0.5849033773669338, -0.779137382004508, -0.249313021762979, -0.249313021762979, 17771.240133857056, -4616.595469463703, -13240.573262793987, -0.779137382004508, -0.249313021762979, -0.249313021762979
1430,-6066.646140021914,-3033.7445601689205,-760.1494439998793,0.3075791868533342, 1.2542454548120336, -7.5300768710543915, -6.553741595910397, -19.615733119331814, 447505.95215038926, 0.7828032640384226, -0.2043311188945699, -0.5877651262724635, -0.7791371286721795, -0.24931314699558457, -0.24931314699558457, 17709.604242896803, -4622.647115014473, -13297.195160329176, -0.7791371286721795, -0.24931314699558457, -0.24931314699558457
1432,-6066.0157363050275,-3031.228436384179,-775.2077316288696,0.3228090292771554, 1.2618586721464777, -7.528144102174322, -6.681737308120774, -19.64059659920036, 447532.273585019, 0.7805618854801545, -0.20472007771010065, -0.5906037865761077, -0.779136875339706, -0.2493132722281582, -0.2493132722281582, 17648.057971089256, -4628.603915308148, -13353.213956928437, -0.779136875339706, -0.2493132722281582, -0.2493132722281582
1434,-6065.35487463751,-3028.6970925725486,-790.262115829169,0.33803709327711234, 1.2694654748120155, -7.526173446450906, -6.8097309677746045, -19.66546854035048, 447558.73647166416, 0.778322027211415, -0.2051053334394278, -0.5934194335815223, -0.7791366220071053, -0.2493133974606911, -0.2493133974606911, 17586.605613750868, -4634.465532730309, -13408.631873525113, -0.7791366220071053, -0.2493133974606911, -0.2493133974606911
1436,-6064.663544441449,-3026.1504902255374,-805.3128235333679,0.3532636080747896, 1.277065977258421, -7.524164873887849, -6.937725123608422, -19.690349445001736, 447585.34106701845, 0.7760838573977168, -0.20548687757701228, -0.5962122016785051, -0.7791363686744128, -0.2493135226931657, -0.2493135226931657, 17525.250203769145, -4640.231733724777, -13463.452318144571, -0.7791363686744128, -0.2493135226931657, -0.2493135226931657
1438,-6063.941777318398,-3023.5887447415626,-820.3591734861886,0.3684878840648925, 1.284659835375726, -7.522118476273931, -7.065714600453782, -19.715238818428823, 447612.0860174861, 0.7738476785316029, -0.20586468192197832, -0.5989820557983452, -0.7791361153415398, -0.249313647925626, -0.249313647925626, 17463.99843737937, -4645.902007768583, -13517.675347078508, -0.7791361153415398, -0.249313647925626, -0.249313647925626
1440,-6063.189563609766,-3021.0118180660747,-835.401392775494,0.38371015056517477, 1.2922471638297037, -7.520034224759994, -7.193701947349447, -19.740137163402295, 447638.97157023096, 0.7716136540775411, -0.20623873825649416, -0.6017291348135589, -0.7791358620085751, -0.249313773158028, -0.249313773158028, 17402.853280728996, -4651.476141866921, -13571.304489705195, -0.7791358620085751, -0.249313773158028, -0.249313773158028
1442,-6062.406907412005,-3018.4197232976962,-850.4394056993632,0.3989303305799469, 1.2998279243588262, -7.517912130716571, -7.321687138480694, -19.765044650713207, 447665.9974352617, 0.7693819907201281, -0.20660903182004456, -0.6044535220560108, -0.7791356086754475, -0.24931389839040685, -0.24931389839040685, 17341.818899797952, -4656.953835808142, -13624.342185380623, -0.7791356086754475, -0.24931389839040685, -0.24931389839040685
1444,-6061.593796312621,-3015.812421009649,-865.4734389657674,0.41414865324365635, 1.307402231038294, -7.515752161877483, -7.449672722618961, -19.78996178475636, 447693.16386712826, 0.7671528474030443, -0.20697555424302674, -0.6071553579333657, -0.7791353553422105, -0.2493140236227362, -0.2493140236227362, 17280.89820380588, -4662.334886271913, -13676.792010692312, -0.7791353553422105, -0.2493140236227362, -0.2493140236227362
1446,-6060.750267428454,-3013.1900293484405,-880.5028120812422,0.42936442933830354, 1.3149697409544319, -7.513554416900352, -7.5776535249408985, -19.81488807079475, 447720.4694761717, 0.7649265168646573, -0.20733827833752438, -0.6098346186740584, -0.7791351020088462, -0.24931414885502481, -0.24931414885502481, 17220.097738353008, -4667.6188354779415, -13728.654329885907, -0.7791351020088462, -0.24931414885502481, -0.24931414885502481
1448,-6059.876309267042,-3010.5525093447754,-895.527751887653,0.4445778880731091, 1.3225305683877098, -7.5113188646685085, -7.705632094261312, -19.839824013789745, 447747.91450741503, 0.7627031532339263, -0.20769719602182748, -0.6124914487661818, -0.7791348486753548, -0.24931427408727272, -0.24931427408727272, 17159.420340961256, -4672.8055011521255, -13779.93283502233, -0.7791348486753547, -0.2493142740872727, -0.2493142740872727
1450,-6058.971926541308,-3007.899874404894,-910.548182765021,0.45978895250115065, 1.3300846752145288, -7.509045517331673, -7.833608404661119, -19.864769786014794, 447775.49865741795, 0.760482953665209, -0.20805229296378147, -0.6151259387939615, -0.7791345953417004, -0.24931439931949745, -0.24931439931949745, 17098.870038703037, -4677.894621432878, -13830.63017281452, -0.7791345953417003, -0.24931439931949742, -0.24931439931949742
1452,-6058.0371050046615,-3005.2320841867027,-925.5643311784755,0.4749978516515846, 1.3376321751264024, -7.506734340355702, -7.961585004935956, -19.889725894217904, 447803.2221785772, 0.7582660677557642, -0.20840356092659532, -0.6177382344353679, -0.7791343420079543, -0.24931452455166392, -0.24931452455166392, 17038.449609126197, -4682.88602405717, -13880.750077883977, -0.7791343420079543, -0.24931452455166392, -0.24931452455166392
1454,-6057.071887287087,-3002.5492595783703,-940.5755174329927,0.4902038967314209, 1.345172726424602, -7.504385439260922, -8.089556720466183, -19.91469184363234, 447831.0836454063, 0.7560527781863038, -0.20875097374630228, -0.6203283223880256, -0.7791340886740454, -0.24931464978380732, -0.24931464978380732, 16978.165435512892, -4687.779305025948, -13930.293209296042, -0.7791340886740453, -0.2493146497838073, -0.2493146497838073
1456,-6056.076260062916,-2999.851360697888,-955.5819681124831,0.5054073168295187, 1.3527064429983862, -7.501998780664717, -8.217526099884676, -19.939668141584036, 447859.0833007841, 0.753843229652505, -0.2090945234775855, -0.6228963520191478, -0.7791338353400449, -0.24931477501589233, -0.24931477501589233, 16918.020219111862, -4692.574313534656, -13979.263410946447, -0.7791338353400448, -0.2493147750158923, -0.2493147750158923
1458,-6055.050207712448,-2997.1383465240947,-970.5839094575568,0.5206083408533274, 1.3602334382302437, -7.499574328338134, -8.34549569173857, -19.96465529665628, 447887.22139541345, 0.7516375646948272, -0.20943420198457108, -0.6254424724774575, -0.7791335820058815, -0.24931490024795422, -0.24931490024795422, 16858.01663401214, -4697.270901063116, -14027.664528612962, -0.7791335820058815, -0.24931490024795422, -0.24931490024795422
1460,-6053.993776996913,-2994.4103399914015,-985.5806624278899,0.5358062803856145, 1.367753371360865, -7.497112192939342, -8.47346032173966, -19.98965281408806, 447915.49647716735, 0.7494360582820395, -0.20976998388292292, -0.6279666777850856, -0.7791333286715908, -0.24931502547997542, -0.24931502547997542, 16798.160934475272, -4701.868704536646, -14075.497433500592, -0.7791333286715907, -0.2493150254799754, -0.2493150254799754
1462,-6052.906953217674,-2991.6673005387206,-1000.572453383696,0.5510013643945105, 1.3752663559709912, -7.494612339390905, -8.601422538220982, -20.014661203071203, 447943.9087872775, 0.7472388480031696, -0.21010186133335582, -0.6304691204961234, -0.7791330753371729, -0.24931515071195587, -0.24931515071195587, 16738.455715054755, -4706.367597156878, -14122.766075846632, -0.7791330753371728, -0.24931515071195584, -0.24931515071195584
1464,-6051.789742161384,-2988.909242097522,-1015.5592069210786,0.5661935160929966, 1.3827723542152304, -7.492074781193513, -8.729382315567724, -20.039680638834618, 447972.45799909474, 0.7450461139973924, -0.2104298207731262, -0.6329499020829172, -0.7791328220026454, -0.2493152759438868, -0.2493152759438868, 16678.904738916746, -4710.767386023276, -14169.473436626242, -0.7791328220026454, -0.2493152759438868, -0.2493152759438868
1466,-6050.642126378586,-2986.1361227434054,-1030.5411489696737,0.581382964214706, 1.3902714790583501, -7.489499479860536, -8.857342202021918, -20.064711632573424, 448001.14436106716, 0.7428579893642762, -0.2107538542089664, -0.635409175707851, -0.7791325686679553, -0.24931540117579468, -0.24931540117579468, 16619.510536346894, -4715.067954777083, -14215.623499728847, -0.7791325686679552, -0.24931540117579465, -0.24931540117579465
1468,-6049.464158135752,-2983.3480681318442,-1045.5176014017536,0.5965690208841341, 1.397763391013644, -7.486886552893162, -8.985297023679177, -20.089753689529715, 448029.96638578153, 0.740674738614469, -0.2110739373157567, -0.6378469444658431, -0.7791323153331378, -0.24931552640766183, -0.24931552640766183, 16560.279180729704, -4719.26899554245, -14261.21740656245, -0.7791323153331378, -0.24931552640766183, -0.24931552640766183
1470,-6048.255820901615,-2980.5450367912736,-1060.4887903061315,0.6117519149359174, 1.4052482032640352, -7.484235962949442, -9.113249328827612, -20.114807321585296, 448058.9243123448, 0.7384964898452457, -0.21139006240697444, -0.640263364563229, -0.7791320619982108, -0.24931565163947936, -0.24931565163947936, 16501.21311871678, -4723.370413970806, -14306.25923892807, -0.7791320619982108, -0.24931565163947936, -0.24931565163947936
1472,-6047.017121077728,-2977.727042957554,-1075.454640377858,0.6269315696500992, 1.4127258781109602, -7.481547724305135, -9.241199091741212, -20.139872705779432, 448088.0178009111, 0.736323413373969, -0.21170221638032216, -0.6426585426935258, -0.779131808663121, -0.2493157768712739, -0.2493157768712739, 16442.315952417233, -4727.372057344, -14350.752151242861, -0.779131808663121, -0.2493157768712739, -0.2493157768712739
1474,-6045.74803938542,-2974.894043804249,-1090.4153772296177,0.6421082135806843, 1.4201965280985944, -7.47882179621692, -9.369148860449075, -20.164950356112943, 448117.24709767016, 0.7341556328614712, -0.21201039140015035, -0.6450326353574117, -0.7791315553279397, -0.24931590210301002, -0.24931590210301002, 16383.590062302308, -4731.273841909953, -14394.700253558416, -0.7791315553279397, -0.24931590210301002, -0.24931590210301002
1476,-6044.448633592895,-2972.046167699832,-1105.3703236889473,0.6572811594377691, 1.427659815034357, -7.476058303020639, -9.497093461341676, -20.19003977782217, 448146.6106802183, 0.7319934022073871, -0.21231456422832692, -0.6473856539508659, -0.7791313019925953, -0.24931602733472305, -0.24931602733472305, 16325.04133163213, -4735.075515548033, -14438.104942453163, -0.7791313019925953, -0.24931602733472305, -0.24931602733472305
1478,-6043.1188853361755,-2969.183372263142,-1120.319705567187,0.6724506359166322, 1.4351158517003564, -7.473257205110058, -9.625035442754442, -20.215141485674554, 448176.1087855448, 0.7298368400421864, -0.21261472734893885, -0.6497177576698766, -0.7791310486571594, -0.24931615256637782, -0.24931615256637782, 16266.672053585566, -4738.777016720321, -14480.97041908156, -0.7791310486571594, -0.24931615256637782, -0.24931615256637782
1480,-6041.758773966728,-2966.3056139956993,-1135.2637482153602,0.6876168714124423, 1.4425647503134345, -7.470418460053567, -9.752977352446004, -20.240255995873785, 448205.7416581272, 0.7276860629760823, -0.21291087305755857, -0.6520291050898245, -0.7791307953215785, -0.24931627779800064, -0.24931627779800064, 16208.484492890397, -4742.378286327878, -14523.300879968876, -0.7791307953215785, -0.24931627779800064, -0.24931627779800064
1482,-6040.368361375614,-2963.4130232933626,-1150.2017752163204,0.7027791791143058, 1.4500061736711338, -7.4675421973053275, -9.880914017062688, -20.265382813663894, 448235.5077495245, 0.7255413168777348, -0.2132029789530024, -0.6543197133427114, -0.7791305419858345, -0.2493164030296003, -0.2493164030296003, 16150.484384682459, -4745.879114322725, -14565.097902911253, -0.7791305419858345, -0.2493164030296003, -0.2493164030296003
1484,-6038.947627827118,-2960.5055570992126,-1165.1340121386959,0.7179377875780592, 1.4574402342377082, -7.464628375566859, -10.008847984773645, -20.29052245606715, 448265.4072950919, 0.7234027133213976, -0.21349103766191788, -0.6565897434450813, -0.7791302886500169, -0.2493165282611329, -0.2493165282611329, 16092.673903991737, -4749.279463915497, -14606.36577025505, -0.7791302886500169, -0.2493165282611329, -0.2493165282611329
1486,-6037.496580797476,-2957.5832301784894,-1180.0603838686893,0.7330926202202208, 1.46486689458087, -7.461677010466312, -10.136779229677549, -20.31567510359599, 448295.4399321202, 0.7212704054125734, -0.2137750369466303, -0.6588393095850072, -0.7791300353140185, -0.24931665349265114, -0.24931665349265114, 16035.056355950408, -4752.579253510075, -14647.10790770355, -0.7791300353140185, -0.24931665349265114, -0.24931665349265114
1488,-6036.015197808854,-2954.6459981307858,-1194.9811154391275,0.7482439052555401, 1.4722862664964163, -7.458688057315054, -10.264710299560235, -20.34084127561323, 448325.605902868, 0.7191445004190508, -0.21405496930058546, -0.6610685725662349, -0.7791297819779286, -0.24931677872411112, -0.24931677872411112, 15977.633846871127, -4755.778457034827, -14687.32861612975, -0.7791297819779285, -0.2493167787241111, -0.2493167787241111
1490,-6034.503546245842,-2951.693994047775,-1209.8955314776006,0.7633909565505147, 1.479698014120943, -7.4556616523836015, -10.392636021334615, -20.36602047736329, 448355.90362445137, 0.7170252334430548, -0.21433081347114114, -0.6632775565347676, -0.7791295286416579, -0.24931690395555667, -0.24931690395555667, 15920.411907868265, -4758.876920724217, -14727.029700993799, -0.7791295286416579, -0.24931690395555667, -0.24931690395555667
1492,-6032.961604543812,-2948.7271739721145,-1224.8038572254386,0.7785340024715615, 1.4871022494931236, -7.452597752117377, -10.520558943041953, -20.391213229054408, 448386.33333006414, 0.7149127067311437, -0.2146025622994675, -0.665466424403856, -0.7791292753052955, -0.249317029186944, -0.249317029186944, 15863.392552888217, -4761.874640860681, -14766.215541690277, -0.7791292753052955, -0.249317029186944, -0.249317029186944
1494,-6031.3893807925015,-2945.7455529702734,-1239.7060176848317,0.7936729665205283, 1.494498935336384, -7.4494963729155605, -10.648479038661586, -20.416419713355733, 448416.8946440704, 0.7128070636077645, -0.21487020408449056, -0.6676352937551802, -0.779129021968806, -0.24931715441829055, -0.24931715441829055, 15806.578910254075, -4764.771576664411, -14804.88969988507, -0.779129021968806, -0.24931715441829055, -0.24931715441829055
1496,-6029.786850688599,-2942.7490857480084,-1254.602237528172,0.8088080766891393, 1.5018881830045174, -7.446357467840296, -10.776398855787738, -20.44164045293943, 448447.58780644374, 0.710708402107236, -0.21513373154690704, -0.6697843270224251, -0.7791287686321714, -0.24931727964960526, -0.24931727964960526, 15749.97292426449, -4767.567735112433, -14843.056567816118, -0.7791287686321713, -0.24931727964960523, -0.24931727964960523
1498,-6028.154087101476,-2939.73790807598,-1269.4918425124856,0.8239386476078601, 1.5092696580154201, -7.443181179960303, -10.904313221872519, -20.46687495310838, 448478.41120028193, 0.708616946531428, -0.21539312462468777, -0.6719135546726893, -0.7791285152954095, -0.24931740488087922, -0.24931740488087922, 15693.579915328342, -4770.263018766083, -14880.718162419105, -0.7791285152954095, -0.24931740488087922, -0.24931740488087922
1500,-6026.491066643706,-2936.711975108395,-1284.3750574914752,0.8390649073926632, 1.516643471952309, -7.439967463476992, -11.032224684454599, -20.492123737391825, 448509.3650565012, 0.7065327899288651, -0.21564837640491283, -0.6740231409300864, -0.7791282619585381, -0.2493175301121036, -0.2493175301121036, 15637.401733246066, -4772.857456913501, -14917.878946976081, -0.7791282619585381, -0.2493175301121036, -0.2493175301121036
1502,-6024.797798012549,-2933.6713022018776,-1299.2518076378135,0.8541867796864573, 1.524009587721458, -7.436716335548528, -11.160133217805795, -20.517386990800052, 448540.4489867513, 0.7044560659195825, -0.21589947576043939, -0.6761132061685173, -0.779128008621504, -0.24931765534330497, -0.24931765534330497, 15581.441325309685, -4775.35104951517, -14954.542605052064, -0.7791280086215039, -0.24931765534330494, -0.24931765534330494
1504,-6023.074255085808,-2930.6158431805643,-1314.1223172031941,0.8693044921969489, 1.5313681162048762, -7.433427747000467, -11.288041368953557, -20.542665239461186, 448571.66322863504, 0.7023868634468575, -0.2161464156729639, -0.6781839138825219, -0.7791277552843425, -0.24931778057446555, -0.24931778057446555, 15525.700471128457, -4777.74383646394, -14990.713607038088, -0.7791277552843425, -0.24931778057446555, -0.24931778057446555
1506,-6021.320516209135,-2927.5457364791696,-1328.9859131465366,0.8844173603927733, 1.5387187243377791, -7.4301018476828595, -11.415943966058364, -20.56795798876545, 448603.0061315957, 0.7003253960195952, -0.21638917731660637, -0.6802353001941603, -0.7791275019470717, -0.2493179058055766, -0.2493179058055766, 15470.184274802099, -4780.035776493619, -15026.394164826972, -0.7791275019470716, -0.24931790580557658, -0.24931790580557658
1508,-6019.536556171754,-2924.460936362235,-1343.8428199401062,0.8995256121459869, 1.5460615232511, -7.42673858955168, -11.543843556351684, -20.593265765786782, 448634.4779243417, 0.6982717476379166, -0.2166277540609344, -0.6822675300944675, -0.7791272486096735, -0.24931803103664693, -0.24931803103664693, 15414.894419532084, -4782.226931686246, -15061.588812461445, -0.7791272486096735, -0.24931803103664693, -0.24931803103664693
1510,-6017.722347485814,-2921.36139598965,-1358.6932615355047,0.9146294749671109, 1.5533966234807572, -7.423337921751864, -11.671742686661517, -20.61858909940112, 448666.0788427481, 0.6962260005294008, -0.21686213910862973, -0.684280767527529, -0.7791269952721125, -0.24931815626769416, -0.24931815626769416, 15359.832559966366, -4784.317366446908, -15096.302070356638, -0.7791269952721125, -0.24931815626769416, -0.24931815626769416
1512,-6015.877972600037,-2918.2472557875253,-1373.5365658240737,0.9297282649853048, 1.5607236930403119, -7.419899999211393, -11.799636185649005, -20.643927495070102, 448697.8072112612, 0.6941883601376438, -0.2170923145924817, -0.6862750524347273, -0.7791267419344599, -0.24931828149868315, -0.24931828149868315, 15305.003634984898, -4786.3070814186685, -15130.536285613214, -0.7791267419344599, -0.24931828149868315, -0.24931828149868315
1514,-6014.003404939154,-2915.1184693584237,-1388.372956966694,0.9448222098641094, 1.568042842709048, -7.4164247722077725, -11.927526600190726, -20.66928148263479, 448729.6632568812, 0.6921589037949759, -0.2173182741195976, -0.6882505500404752, -0.7791264885966444, -0.2493184067296489, -0.2493184067296489, 15250.409201863442, -4788.196163042192, -15164.296036613414, -0.7791264885966444, -0.2493184067296489, -0.2493184067296489
