t_aux, position_x,position_y,position_z, velocity_x, velocity_y, velocity_z, latitudes, longitudes, altitudes, Bx_IGRF, By_IGRF, Bz_IGRF, vsun_x, vsun_y, vsun_z, Bx_IGRF_n, By_IGRF_n, Bz_IGRF_n, vsun_x_n, vsun_y_n, vsun_z_n
22,-229.2564866133318,-1096.3289456416892,6715.167301339058,-6.802409892838434, -3.4098130507342987, -0.7806842795258376, 80.55921113357266, 37.11273925381821, 450602.0186109229, 0.09128139554054299, 0.035937702845708526, 0.9951764609064789, -0.779315442381838, -0.24922497354126352, -0.24922497354126352, 4262.240596335733, 1678.0542749261074, 46468.193075656425, -0.779315442381838, -0.24922497354126352, -0.24922497354126352
24,-242.86078382043326,-1103.1458408390495,6713.58899685664,-6.801816766935216, -3.4070497960226493, -0.7976033070251615, 80.4771410243975, 36.50828824988289, 450608.27514813305, 0.09251177829996818, 0.03570510736480337, 0.9950712116144479, -0.7793151891411146, -0.24922509880143215, -0.24922509880143215, 4317.611500362699, 1666.3908640918748, 46440.907156876725, -0.7793151891411145, -0.24922509880143212, -0.24922509880143212
26,-256.46413422416396,-1109.957329317593,6711.9768254636665,-6.801189449435839, -3.404269374557211, -0.8145185897369054, 80.3940743286143, 35.913978966930515, 450614.3952584591, 0.0937401250359371, 0.03546597034873871, 0.994964800334901, -0.7793149359002816, -0.24922522406155126, -0.24922522406155126, 4372.827450200989, 1654.4309987801225, 46413.52237603944, -0.7793149359002814, -0.24922522406155123, -0.24922522406155123
28,-270.0659221734558,-1116.7631028266446,6710.330860276185,-6.800527968969212, -3.4014719121977737, -0.8314293625522116, 80.31003995741867, 35.32969147649652, 450620.3787958623, 0.09496625940361465, 0.03522064626526492, 0.9948572338036964, -0.7793146826593391, -0.24922534932162085, -0.24922534932162085, 4427.880387146527, 1642.19176157902, 46386.041329143525, -0.779314682659339, -0.24922534932162083, -0.24922534932162083
30,-283.6663530008029,-1123.5632642737476,6708.651077624739,-6.799832316816963, -3.3986573672611327, -0.8483358812643923, 80.22506123195541, 34.755267354345, 450626.2259883048, 0.09619009314616414, 0.034969463807437554, 0.9947485122288711, -0.7793144294182337, -0.2492254745816673, -0.2492254745816673, 4482.766253849798, 1629.6889538614007, 46358.46495034505, -0.7793144294182337, -0.2492254745816673, -0.2492254745816673
32,-297.26535833869656,-1130.3577794940206,6706.937486105211,-6.799102496706323, -3.3958257539170584, -0.8652380613171924, 80.13916254901608, 34.19055753407691, 450631.9369425307, 0.09741152695504535, 0.03471274466845444, 0.9946386377845319, -0.7793141761770188, -0.24922559984166429, -0.24922559984166429, 4537.480532790532, 1616.9380369689643, 46330.79469323371, -0.7793141761770188, -0.24922559984166429, -0.24922559984166429
34,-310.8631433945643,-1137.1467508854496,6705.190058985161,-6.798338496817453, -3.3929770289323407, -0.8821361581151717, 80.05236596666134, 33.6353999778739, 450637.5118793605, 0.09863049852032423, 0.034450793844932305, 0.9945276102577978, -0.7793139229356233, -0.249225725101647, -0.249225725101647, 4592.020398392566, 1603.953649733881, 46303.031431270174, -0.7793139229356233, -0.249225725101647, -0.249225725101647
36,-324.4590927655444,-1143.9298712138304,6703.408875499135,-6.797540351949562, -3.390111321250861, -0.8990294073208936, 79.96469821026345, 33.08966392032, 450642.9506878208, 0.09984688429752568, 0.03418392048398592, 0.9944154359604547, -0.7793136696941539, -0.24922585036156258, -0.24922585036156258, 4646.380319423208, 1590.7506427965332, 46275.177673138525, -0.7793136696941539, -0.24922585036156258, -0.24922585036156258
38,-338.0534116784634,-1150.707243035313,6701.593909935981,-6.796708051306966, -3.387228588155344, -0.9159180644394457, 79.87618020012275, 32.55318427883219, 450648.2535980188, 0.10106064490047548, 0.03391240720440893, 0.994302114394766, -0.7793134164525395, -0.24922597562144624, -0.24922597562144624, 4700.558562338918, 1577.3425571466782, 46247.23424210029, -0.7793134164525395, -0.24922597562144624, -0.24922597562144624
40,-351.64603183690275,-1157.4788323189534,6699.745171562539,-6.795841599285669, -3.3843288441419612, -0.9328020450525016, 79.78683402350624, 32.02580621405947, 450653.42072982015, 0.10227172685367839, 0.03363653079694562, 0.9941876471181448, -0.7793131632107799, -0.24922610088129807, -0.24922610088129807, 4754.552790811845, 1563.7426519907667, 46219.20248749789, -0.7793131632107798, -0.24922610088129804, -0.24922610088129804
42,-365.23715831784756,-1164.2447410989876,6697.862631607969,-6.794940981990084, -3.3814120449486555, -0.949681604245552, 79.69667938276302, 31.507364209413097, 450658.45230621565, 0.10348011039288633, 0.033356551838587586, 0.994072033206103, -0.7793129099688753, -0.24922622614111795, -0.24922622614111795, 4808.362197116595, 1549.9633917848091, 46191.08317077758, -0.7793129099688753, -0.24922622614111795, -0.24922622614111795
44,-378.826176049035,-1171.0046631987777,6695.946375414411,-6.794006240384766, -3.378478322586163, -0.9665559785542441, 79.60574087285325, 30.99772325053243, 450663.3482511809, 0.10468571223381945, 0.033072737000952215, 0.9939552785318683, -0.7793126567268968, -0.24922635140087065, -0.24922635140087065, 4861.983170466878, 1536.017544980313, 46162.878709034165, -0.7793126567268968, -0.24922635140087065, -0.24922635140087065
46,-392.413290146076,-1177.758700820351,6693.996375230006,-6.793037361597398, -3.3755276333044564, -0.9834254231882451, 79.51403710779665, 30.49671755855869, 450668.1087969547, 0.10588852985452796, 0.032785326352688715, 0.993837381879548, -0.7793124034847375, -0.24922647666060915, -0.24922647666060915, 4915.415720603647, 1521.9165737830476, 46134.589811810525, -0.7793124034847375, -0.24922647666060915, -0.24922647666060915
48,-405.998432339351,-1184.5068200445785,6692.012640998184,-6.792034350695224, -3.3725599919355083, -1.0002898538116758, 79.42158796734006, 30.004192074598027, 450672.73407645844, 0.10708854423028469, 0.03249455553844677, 0.9937183441775628, -0.779312150242451, -0.24922660192030693, -0.24922660192030693, 4968.659142353422, 1507.6717272915844, 46106.21772114668, -0.779312150242451, -0.24922660192030693, -0.24922660192030693
50,-419.58180760841276,-1191.2491225584147,6689.995141905387,-6.790997191705065, -3.3695753531815194, -1.0171495252316634, 79.32841091906556, 29.519982863422587, 450677.2243148412, 0.10828576735435913, 0.03220064482241597, 0.9935981637772376, -0.7793118970000729, -0.24922672717994637, -0.24922672717994637, 5021.71412487675, 1493.293503713221, 46077.76308370869, -0.7793118970000729, -0.24922672717994637, -0.24922672717994637
52,-433.1628012002984,-1197.9853032371718,6687.943969402918,-6.789925931757593, -3.3665738521226545, -1.034003674842196, 79.23452854034628, 29.04395545742571, 450681.5794708792, 0.10948014601962018, 0.03190382248731108, 0.9934768461007135, -0.779311643757514, -0.24922685243957154, -0.24922685243957154, 5074.578486203237, 1478.7927958439302, 46049.22822134555, -0.779311643757514, -0.24922685243957154, -0.24922685243957154
54,-446.741618152377,-1204.7154639451314,6685.859093693432,-6.788820555901555, -3.363555443969044, -1.050852557598152, 79.13995728118233, 28.57594762579801, 450685.79977893824, 0.11067170492906751, 0.03160429055732441, 0.9933543892017902, -0.7793113905148813, -0.24922697769912963, -0.24922697769912963, 5127.253514403501, 1464.1792130529554, 46020.61372730617, -0.7793113905148813, -0.24922697769912963, -0.24922697769912963
