Tiempo,Roll_est,Pitch_est,Yaw_est,q0_real,q1_real,q2_real,q3_real,q0_est,q1_est,q2_est,q3_est,w0_est,w1_est,w2_est,w0_real,w1_real,w2_real,Roll_real,Pitch_real,Yaw_real
0,70.04501042559497,28.403906542161927,63.804078768092815,0.4082443753439844,0.4082443753439844,0.4082443753439844,0.7071,0.366144,0.464586,0.300017,0.74839,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,69.89502648182571,14.123468628676852,69.89502648182571
2,70.06696311551292,14.351251822509889,70.00013393133017,0.40824416171884875,0.40824504405351514,0.40824330109613666,0.7071139197741387,0.4078898966532262,0.41046842971582964,0.40723842213639333,0.7066104782344389,0.0005513070838265505,0.00048546431512051184,0.0004098796887560092,5.8988857199981825e-05,-0.00015172481496336643,-0.0007475631412256565,69.89528566977161,14.124258113882032,69.89519724971895
4,69.8968599016173,14.215895860011418,69.86603183194374,0.4082425867244472,0.4082464685772991,0.4082388008524539,0.7071166047811684,0.40793897308387117,0.40864765158704186,0.40763872594841527,0.7074062200736048,0.0007194250486002345,-0.002031811572324873,-0.0013833629363464665,1.7694666783936113e-05,-0.00040345393714893106,-0.0015947833915935582,69.89522032286908,14.124799732133152,69.89483136524233
6,69.89450148731376,14.182068086860768,69.87243792907819,0.40823965005383744,0.4082486475945997,0.4082308763906092,0.7071216171370069,0.4080562080933893,0.4084771887409419,0.4078413714838275,0.7073202478516588,0.0011942700762316305,-0.0016788014145072275,-0.0010808391851033481,-2.387622523836845e-05,-0.000655180130242645,-0.0024416437548583085,69.89505517811673,14.12574753396899,69.89415378440071
8,69.89523465440568,14.165004763402166,69.87832551862924,0.4082353514181273,0.4082515797567674,0.4082195295185463,0.707128956554799,0.4081177396778739,0.4084074991100241,0.4079531116476659,0.7072605488275914,0.0016570607509428935,-0.0012836622131647808,-0.0007194200998043728,-6.571941609748592e-05,-0.0009069020553679058,-0.003288130184066023,69.89479008003748,14.127101320403824,69.89316457548493
10,69.89588209033745,14.154179358266756,69.88206669642416,0.4082296905454978,0.40825526367686,0.4082047620628787,0.7071386226663434,0.40815788010615933,0.4083639561529474,0.4080233827705981,0.7072219901380316,0.0021081214037124416,-0.0009012371805402574,-0.0003664746876101817,-0.00010783049119432204,-0.0011586183472630587,-0.004134229216985734,69.894424869188,14.128860883707977,69.89186380648003
12,69.89639036483764,14.146570280184903,69.88454354382847,0.4082226671800323,0.4082596979309853,0.4081865758668994,0.7071506150232616,0.40818696682753264,0.40833299536372036,0.4080716401538715,0.7071952357811526,0.002545312662082079,-0.0005306185175517517,-2.3986844025007197e-05,-0.00015020502335800516,-0.0014103276169770548,-0.004979927969974441,69.89395938214749,14.131026007723477,69.89025154495994
14,69.89675952494862,14.140949072409974,69.88616438788917,0.4082142810805648,0.4082648810596029,0.40816497278864083,0.7071649330981523,0.4082091597716471,0.4083093562454787,0.4081060219589363,0.7071762342738768,0.0029667365940690645,-0.0001700938777875589,0.00030779800189322095,-0.00019283858260311457,-0.001662028453908121,-0.0058252141160609365,69.89339345150474,14.133596468172263,69.88832785798277
16,69.89699006130559,14.136736650741394,69.88712399440338,0.4082045320195511,0.4082708115687986,0.4081399546989648,0.7071815762857379,0.408226414644326,0.40829056877629316,0.4081303766786627,0.7071630656836533,0.0033710704994840304,0.00018180456490453177,0.000628813072330899,-0.0002357267240865283,-0.0019137194289174935,-0.006670075894775822,69.89272690584505,14.1365720329591,69.88609281198677
18,69.89708264203054,14.133631313340373,69.88752463079746,0.4081934197819638,0.40827748793152824,0.4081115234796888,0.7072005439040001,0.4082397500847521,0.4082753503619078,0.40814671275016257,0.7071547253669717,0.003757598952696868,0.0005262769980291341,0.0009391520364870948,-0.00027886500795941264,-0.0021653990955236026,-0.00751450207334161,69.8919595697369,14.139952462468534,69.88354647268662
