Tiempo,Roll_est,Pitch_est,Yaw_est,q0_real,q1_real,q2_real,q3_real,q0_est,q1_est,q2_est,q3_est,w0_est,w1_est,w2_est,w0_real,w1_real,w2_real,Roll_real,Pitch_real,Yaw_real,usx,usy,usz
0,30.09313136402461,30.065234842204433,30.09313136402461,0.1771,0.3063,0.1771,0.9202,0.1771,0.3063,0.1771,0.9202,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,30.09313136402461,30.065234842204433,30.09313136402461,0.5,0.5,0.5
2,30.231077492545893,29.8732528349063,30.26070433978368,0.17688021766467604,0.30603915262755965,0.1759222230539931,0.9187517603213846,0.17827194156646928,0.30597129812897045,0.17858838839135474,0.9179906683094186,-0.00045338645220463155,-0.0006260554254373308,-0.002372724789696237,0.0005009934605850164,0.0004162795395835381,-0.0014146678584861646,29.97832945414788,30.007522497226844,29.888699401843294,0.5,0.5,0.5
4,29.773696898246282,30.004906971072185,29.44367206941778,0.17602087090080507,0.30504627738582535,0.17219021098292409,0.9199532340842268,0.17643213890780748,0.3050214268481261,0.1729047791812488,0.919748643304372,-0.002785199981029966,-0.0013307885515491601,-0.00654562140157771,-0.0016692616442214518,-0.0018541864961283128,-0.005498596122737133,29.701288143699433,30.042250299781653,29.34295342014839,0.5,0.5,0.5
6,29.74276816275482,29.825155456814258,29.16451451701913,0.17452196053033858,0.30330588422071697,0.16590597350608738,0.9219668290371045,0.17739565003648788,0.3031532673835081,0.17122080187785263,0.9204956908248623,-5.972819806077372e-05,-0.002077733186963228,-0.006380530466763293,-0.002789029086195667,-0.003089649566063016,-0.008530007094948376,29.225374071744223,30.090511545972195,28.41959173287517,0.5,0.5,0.5
8,29.13584149501305,29.854553046195186,27.961244877226296,0.17238348798696013,0.300802496138011,0.15707156240641248,0.9247325644043255,0.17560788111810158,0.30064280829905726,0.16306332148668218,0.9231392782744096,-0.0012490484123280324,-0.0029424780277857387,-0.009009370071027503,-0.0036356628395455876,-0.0040674510610658075,-0.011286213315225266,28.551308751188763,30.143712574317203,27.11966783832298,0.5,0.5,0.5
10,28.02476277133457,30.029499565042887,25.935222953531426,0.16960545531608437,0.29752064947373913,0.14568907149461752,0.9281649352947915,0.17149579659049374,0.2974277018589634,0.14916089133388272,0.9272955205408735,-0.002922874424696606,-0.003716606402448426,-0.012357773399432706,-2.7921889588761883e-05,-0.0006063371128075336,-0.009585932370994957,27.68089504475898,30.190533713409383,25.44519284046746,0.5,0.5,0.5
12,26.896506360574822,30.09416297223951,23.798926032217622,0.16618786517485484,0.293444894164353,0.13176063657262826,0.932153861874461,0.16770365940232382,0.2933782873849988,0.13458532154975514,0.9314995729131943,-0.00375209381349875,-0.004501171510912271,-0.015071258692896432,-0.0035048097022864445,-0.0042452980635534305,-0.01496812636727388,26.617394065094032,30.21707856422728,23.399348482239684,0.5,0.5,0.5
14,25.235671692196455,30.260179225189223,20.795034631667036,0.16213072083214167,0.288559794016652,0.11528843539626377,0.9365657752146397,0.16144322821394966,0.28858321779815854,0.11393187611480815,0.9368432836254308,-0.0050434805219592965,-0.005273902181525959,-0.018268894891197214,-0.0056368891757910275,-0.006554883417949961,-0.019003316878947896,25.365968892941066,30.207087919840053,20.986730336167337,0.5,0.5,0.5
16,23.245900392660108,30.393045931020833,17.23375091118333,0.15743402616853813,0.2828499269774681,0.09627468763718867,0.9412447241464713,0.15376193572515948,0.28298742975756497,0.08940725530532717,0.9424869889924354,-0.006286777458766513,-0.006057433286998888,-0.02146521414352341,-0.007573154932034132,-0.008684074134856976,-0.022840457243092364,23.934172152857364,30.14222447869419,18.213600596431235,0.5,0.5,0.5
18,22.46274795458067,29.95757785120363,15.272456772248784,0.1520977856763572,0.2762998854031038,0.07472165484413337,0.9460133779265147,0.15279744215537808,0.2762657562380177,0.07601505792253369,0.9458075304045978,-0.005777734104290253,-0.007001680635164826,-0.02296755188192962,-0.004109128560839001,-0.005428377871708953,-0.021275027803816057,22.332442781847316,30.002433330988246,15.08811644940084,0.5,0.5,0.5
20,21.463997921670103,29.490028493861583,12.892205657791967,0.1461220044596271,0.2688942763285194,0.05063164040338284,0.9506737952423666,0.15086989085505148,0.26870271850647554,0.059576796935711614,0.9494670770318978,-0.005633327701259953,-0.0079427331734675,-0.024710578764375577,-0.007802945502441562,-0.009345915867289526,-0.026865122795512824,20.57456524263764,29.766380163047522,11.620485110698482,0.5,0.5,0.5
22,18.448304220848144,29.470236822183814,7.496964037162121,0.1395066882340865,0.26061772173626163,0.02400698949853404,0.9550078279837161,0.138280196972287,0.2606596435500413,0.021724476596747002,0.9552293884016908,-0.007371179114475959,-0.008675378831180578,-0.028334529921483765,-0.006256079386668005,-0.008038147281167323,-0.02721217468276924,18.67803493505519,29.41196369969734,7.822983238733226,0.5,0.5,-0.5
