Tiempo,Roll_est,Pitch_est,Yaw_est,q0_real,q1_real,q2_real,q3_real,q0_est,q1_est,q2_est,q3_est,w0_est,w1_est,w2_est,w0_real,w1_real,w2_real,Roll_real,Pitch_real,Yaw_real,usx,usy,usz
0,30.09313136402461,30.065234842204433,30.09313136402461,0.1771,0.3063,0.1771,0.9202,0.1771,0.3063,0.1771,0.9202,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,30.09313136402461,30.065234842204433,30.09313136402461,1.19,1.19,1.19
2,29.857112632720145,30.013911329875093,29.651000639035658,0.1764390349453068,0.30554097390575463,0.174159078508171,0.9193381290828073,0.17652539478726698,0.30553669213058704,0.17432233406905395,0.9192920311858552,-0.001416617623172223,-0.0016243169195816949,-0.00597602599664026,-0.0011357462267098126,-0.0013380174806627248,-0.005694878526107687,29.84145790285281,30.022100725225485,29.62816055761108,1.19,1.19,1.19
4,29.158407177537633,30.090427582822823,28.307659804520764,0.17425614044531273,0.3030393043979008,0.1651394534545101,0.922242342565058,0.17427943900181633,0.3030381355916255,0.16518266689825203,0.9222305850896211,-0.003045448468781375,-0.0033826067263484235,-0.012151569355953021,-0.0030786148916275105,-0.0035200379965750527,-0.012192146669202814,29.154188459410445,30.09254923943441,28.30158767144112,1.19,1.19,1.19
6,28.03688649859542,30.157393611283823,26.137245689262766,0.17055131858792152,0.29875812756966397,0.15004590910072968,0.9268991606971738,0.1707644253628467,0.2987483017980676,0.1504460747346216,0.9267982206501111,-0.0043534122436501505,-0.005183603604518104,-0.018049016461986426,-0.004732596943662735,-0.005450023184576965,-0.018395696686948564,27.9978119633249,30.17589290726182,26.080858772899617,1.19,1.19,1.19
8,26.418605367481188,30.213260258136586,23.02887320097855,0.16532457291673547,0.2926606106039742,0.12888332981340467,0.9329558617035519,0.16552585727935915,0.2926519988600474,0.12926311162103774,0.9328703265241097,-0.005926007475936824,-0.007020871466753164,-0.02413622274726155,-0.006311463438251308,-0.0073417141442537436,-0.02451920102799197,26.381280470524455,30.22942244297323,22.97513421704987,1.19,1.19,1.19
10,24.33724127281317,30.19119580861992,19.021400616708167,0.1585759084310529,0.28470995241697056,0.10165669997863733,0.9399254436440403,0.1586537810762036,0.28470686002510365,0.10180427015609407,0.939897266823803,-0.007515568798344516,-0.008887959741047495,-0.03025491731792214,-0.006665371808887822,-0.008045237710015935,-0.029412718605243315,24.322648424124747,30.196798272555917,19.000435610262187,1.19,1.19,1.19
12,21.870356957733655,30.004704440739452,14.2066617931446,0.15030533158586282,0.2748693843009515,0.06837110391497601,0.9471961365104522,0.15039710417420518,0.2748661005025874,0.06854728536336505,0.9471697881160632,-0.009031984302038748,-0.010796806660057787,-0.036307281307948636,-0.008967546721248745,-0.010733787305781124,-0.03624937565174449,21.852977297918592,30.010411057259372,14.181587875703848,1.19,1.19,1.0
14,19.014666621549843,29.58828282151789,8.591791123574957,0.14050957189750984,0.2630906055551846,0.029614036929219382,0.9540248436443045,0.14038495247237498,0.2630945924221733,0.029371162880039978,0.9540495979500297,-0.010616195971148842,-0.01275614955058841,-0.04125380492269018,-0.010906448473005368,-0.013111186897699122,-0.04154634510528951,19.038403111345865,29.581944264405593,8.62632476351893,1.19,1.19,-1.19
16,16.10379438628236,28.714260954909417,3.192810201766695,0.129147572532828,0.2491967579522014,-0.007314967219303342,0.959775167208222,0.12880286799914184,0.2492056055407671,-0.007996202985709465,0.9598137569862534,-0.012258406511051164,-0.015000360439079104,-0.032760039853971176,-0.012867068113954019,-0.015717387197000814,-0.033360164290085516,16.169075099472558,28.70076054043071,3.289084203482073,1.19,1.19,-1.19
18,13.543354468224361,27.255674884113084,-0.8872225842707401,0.11618155655106394,0.23307923622983537,-0.035698160986090945,0.9648323983252737,0.11640151542027395,0.23307641123308043,-0.035253117903751956,0.9648229326734703,-0.013739765157986368,-0.017221239911522787,-0.02407511733564391,-0.013342597104674635,-0.016786644314706875,-0.023682863477975512,13.502378150761784,27.261976307074995,-0.9492436892238014,1.19,1.19,-1.19
20,11.130917371137572,25.32470916081641,-3.9356638327893227,0.10161153635400355,0.21478992382797688,-0.055529573856099086,0.9697715456379976,0.10206002564956994,0.2147939667917823,-0.05459192809297291,0.9697767910098446,-0.015308561152658337,-0.019371232667649486,-0.015471989648588844,-0.015786521325242737,-0.019772407268492803,-0.01596807103325711,11.049441521942436,25.333044172582348,-4.063760422637039,1.19,1.19,-1.19
22,8.74090974162934,22.98301705799395,-6.124525782669842,0.0854375258776369,0.19438074212978815,-0.06680337631603998,0.9749122346005094,0.08518241407491792,0.1943704059632934,-0.06735809949803052,0.9748984501218818,-0.017027970025001813,-0.021446090635034245,-0.007063686373797588,-0.016789244657882344,-0.021265043984957654,-0.006806333425443082,8.785730905153303,22.98084451746077,-6.050529657382179,1.19,1.19,-1.19
24,6.628099705443173,20.270112578203314,-6.972588293076245,0.06765954059214499,0.17190364955458676,-0.06951387995622964,0.9803260387902101,0.06748419843535278,0.17188918503187028,-0.06991451122528539,0.9803121707653879,-0.018614970422831542,-0.02349167028003027,0.0015224683942794853,-0.018043491343927423,-0.022957243657239085,0.0021094824162430402,6.6577090154732055,20.270322217086015,-6.92055585006906,1.19,1.19,-1.19
26,4.553846086633841,17.262515588420847,-6.760594521005975,0.04827759750188491,0.14741064065008222,-0.06365553756996993,0.9858434709117145,0.048052941683653184,0.14737931698401002,-0.06420129229466559,0.9858237397164714,-0.020221697722242703,-0.025483260976417548,0.010085226613983546,-0.02045980352690552,-0.025759514288734544,0.009868691562250875,4.59012934472516,17.265139177305862,-6.6916507811619095,1.19,1.19,-1.19
28,2.5159306345129373,14.033714323796659,-5.330757800246626,0.027291715145373673,0.12095374518398089,-0.04922294325046349,0.9910612774536971,0.027445354493259702,0.12098651627176214,-0.0488224556454601,0.9910728445588189,-0.021777329242974524,-0.027418673511283596,0.01874760874984222,-0.021006610283643704,-0.026640251724829107,0.0195027220540665,2.492313638777803,14.030117846538559,-5.380004562160864,0.082,1.19,-1.19
30,0.3776465479131979,10.638415568849611,-2.937331483754459,0.005478497746647711,0.09253441131171604,-0.02632868237441902,0.9953462559682742,0.005656335416080578,0.09258932778900676,-0.025825149661044794,0.9953533462515838,-0.02182625159094442,-0.02940405208014931,0.02710052699719932,-0.021630340004582794,-0.02920049034505462,0.02727618051252945,0.35172775639069026,10.631752029310338,-2.997717095176585,-1.19,1.19,0.94
32,-1.7837754812674875,7.1351853033968125,-0.2847279530318363,-0.015457167333027794,0.06222470979954628,-0.0017486051694690678,0.9979409320437569,-0.015380940585716823,0.06225688126681068,-0.0015110104737958484,0.997940491336521,-0.020031242951088653,-0.031213956232014683,0.022101812366879005,-0.01955926210620445,-0.030742213610728087,0.02256651675834654,-1.7942518892173345,7.131043361757409,-0.312598545239179,-1.19,-0.023,1.19
34,-3.9081243458983312,3.633769979486651,1.8047680728039992,-0.034636325068867685,0.031113227349327224,0.01660382261286795,0.9987775553867203,-0.03457587241594961,0.03114620402417201,0.01681281044050576,0.9987751260552359,-0.01832552181057884,-0.031013310874643762,0.014617600997723997,-0.01845199644778497,-0.031141257436368315,0.014485301721639482,-3.9158757033645197,3.6292823993018044,1.7806999345138919,-1.19,-1.19,1.19
36,-5.974371296562517,0.2923562908582778,3.0827705940043058,-0.052159930524084096,0.0011468408236953486,0.02700420982556136,0.9982729081045648,-0.05216211648981196,0.0011451259109825605,0.026995272323414057,0.9982730375814706,-0.01672627920407536,-0.02892907386335318,0.006177070670944606,-0.017010530979358424,-0.029215347991602747,0.005899207821727002,-5.974112703711744,0.29259911025644414,3.0837841707204268,-1.19,-1.19,1.19
38,-7.9008332436846995,-2.83192657798267,3.5246990714593025,-0.0680795929996602,-0.026756712106638714,0.028978158941410318,0.9968999516895412,-0.06808140185550787,-0.02675842371509682,0.02896991995560008,0.9969000216769174,-0.0151219878117092,-0.026891571705546728,-0.0022512877687979587,-0.015061676164965364,-0.026833161673167696,-0.002185116757462799,-7.900641864894479,-2.831672254657746,3.5256232336519484,-1.19,-1.19,1.19
40,-9.624133591091384,-5.7997112031667575,3.0826160464669434,-0.08239529726869477,-0.052648545791054595,0.02252013535141425,0.9949532597654247,-0.08239400897732733,-0.05264735653183681,0.022526146301497577,0.9949532933096195,-0.013517593015759954,-0.02490489968800573,-0.010684226953219496,-0.01435654760933618,-0.025745848144922395,-0.011518647225857971,-9.624252440937422,-5.799900992368083,3.0819462716219586,-1.19,-1.19,0.45
42,-11.099088772355117,-8.639309034123475,1.983010084407697,-0.09511979812162451,-0.0766248524022621,0.009892692023734018,0.9924630928372886,-0.09512004657347363,-0.07662520613896887,0.009891217974669842,0.9924630564061305,-0.011938992923026887,-0.023055429623117307,-0.01458823113053028,-0.012750377267300921,-0.023868634152397962,-0.015395002034659924,-11.09907130537477,-8.63925269967118,1.9831733856751255,-1.19,-1.19,-0.77
44,-12.351303137841214,-11.314704444762747,0.8923055587853366,-0.10628690261338258,-0.09883777063274905,-0.0029022861763755795,0.989406774872778,-0.10628648623986088,-0.09883760498005038,-0.0029006447013160373,0.9894068409632653,-0.010402416240361622,-0.021370357249223378,-0.011018344354792492,-0.010166114449562585,-0.021135874086286963,-0.010778001741259664,-12.351333820062605,-11.314743364859442,0.8921227517354754,-1.19,-1.19,-1.19
46,-13.455936195005828,-13.764467191726538,0.3714198380972413,-0.11592489778228805,-0.11938057189060121,-0.010843259984576317,0.9859980328794505,-0.1159250349179356,-0.1193801722421168,-0.010842825761286382,0.9859980699191192,-0.008880398631889034,-0.01971222695437621,-0.0048789756477395484,-0.009982096723928439,-0.020815739704704045,-0.005976918945716798,-13.455915489167174,-13.764518923607945,0.3713729888441741,-1.19,-1.19,-1.19
48,-14.469660220223522,-15.94931774273945,0.5644218559951155,-0.12404102138669205,-0.13824676086453422,-0.012647570489969569,0.9825180390631573,-0.12403904241764944,-0.1382431721026788,-0.012632554056214123,0.9825189870435679,-0.007358349222269337,-0.018016497963204283,0.0012568370384685207,-0.007181409349311738,-0.017841692186606428,0.0014362702113380308,-14.469670400899096,-15.949947323507926,0.562752265498525,-1.19,-1.19,-0.72
50,-15.401270687674202,-17.867620319359133,1.2911605611480594,-0.13062715595136443,-0.15537049214420842,-0.00976027696061861,0.9791329293270533,-0.13062921994394341,-0.15537456977690933,-0.009777355155067594,0.9791318365213384,-0.005820051821452803,-0.01623047977588705,0.004503974620246181,-0.005361384308660508,-0.015773007941951075,0.004966982262744688,-15.401307547670628,-17.866889042858936,1.2930649827074088,-1.19,-1.19,-0.21
52,-16.207177070081936,-19.54358405697426,2.200335555047861,-0.13566638556391633,-0.17066656033904487,-0.005189675923928154,0.9759306452171007,-0.1356662447581004,-0.17066591771616504,-0.005187616668440393,0.9759307881180077,-0.004264290143124964,-0.014364417039727176,0.004623444229512898,-0.0029996666207788856,-0.013101599325719405,0.0058907826917709745,-16.20715816718563,-19.543691411346487,2.200106089634655,-1.19,-1.19,0.11
54,-16.827404777296497,-21.015922639051002,2.968948590773217,-0.13914438399759838,-0.18407739272401055,-0.0014845533544303366,0.9730118961200819,-0.139143788466454,-0.18407579135363097,-0.0014781975698713932,0.9730122939103502,-0.002697435133417026,-0.012461121266429712,0.0027753227827047016,-0.003587641915885152,-0.01335324493661726,0.0018872885489596358,-16.827355451691787,-21.016213596284366,2.9682351416882935,-1.19,-1.19,0.17
56,-17.217682835248013,-22.30959885727427,3.436313977792173,-0.14105459113710211,-0.19558709605531116,0.00018533728936199505,0.970489183775834,-0.14105882819287435,-0.19559806128221902,0.00013947062772922336,0.9704863656741575,-0.0011281725773259618,-0.010563602590475379,0.000550796812665499,-0.0002329980219969753,-0.00966863238296103,0.001451407042171622,-17.218103456814475,-22.30754775584963,3.4414921343345957,-1.19,-1.19,0.063
58,-17.365383510868085,-23.416648144327052,3.632105915071275,-0.14139781612657396,-0.20521125551215197,-4.1109705607434836e-05,0.9684497903948113,-0.14138963930648848,-0.20518770198471048,5.6476549283091545e-05,0.968455974043949,0.00043600957555224823,-0.008686750961149127,-0.0010110852118577474,0.0005704476732201394,-0.008557373936914858,-0.0008812494866192598,-17.36428292263056,-23.42106130574755,3.6210280641970143,-1.19,-1.19,-0.096
60,-17.273783482708453,-24.342810532929633,3.6021797791662684,-0.14017864838978583,-0.21297691038709227,-0.0013537599045017772,0.9669482662023352,-0.14017234088740896,-0.21295684852845384,-0.0012712934024169773,0.9669537110575968,0.001995953093458725,-0.006842198334699079,-0.0016134435268673278,0.0024493866972952797,-0.0063930436087084085,-0.0011633872133216816,-17.272697010532536,-24.346559555787145,3.592761758756286,-1.19,-1.19,-0.24
62,-16.960910282120732,-25.06735822037285,3.4669269360701986,-0.137402317269072,-0.21890811615624828,-0.002829011936277059,0.966018548777132,-0.13739879717103073,-0.21889717162369451,-0.002782503480583831,0.9660216645942685,0.0035511112325946085,-0.005018467751148323,-0.001339296803207674,0.0036980401999664506,-0.0048743225258494356,-0.0011931779561285417,-16.96024682848791,-25.069419134455092,3.461580469270388,-1.19,-1.19,-0.32
64,-16.44322997664355,-25.577556622704403,3.3086958360171357,-0.13307269047431608,-0.2230186105963903,-0.0037853263176130525,0.9656811221527797,-0.13307182573279444,-0.2230171866607252,-0.0037771702195974507,0.9656816021004067,0.005103495162463146,-0.0032022784949376744,-0.0005797509716300383,0.0046942432689173405,-0.0036128649289223396,-0.0009872430104976022,-16.443132771731065,-25.577856015369875,3.307750730436268,-1.19,-1.19,-0.31
66,-15.72777410328068,-25.867829639494484,3.1566158554564523,-0.1271909799762263,-0.22530902107697784,-0.004013113713412,0.9659410926926881,-0.12719140251778258,-0.22531090594655892,-0.004020510257156561,0.965940566641847,0.006655950968592088,-0.0013796364411847836,0.00011499641145193804,0.006096557492457458,-0.0019398717547981653,-0.00044177646190605985,-15.727904456979564,-25.867492842676413,3.157475121082859,-1.19,-1.19,-0.26
68,-14.810200961370342,-25.94351904363643,2.980744675335626,-0.11975615611814434,-0.2257713500857674,-0.003701212932022507,0.9667843924966354,-0.11976281581644477,-0.2257899055050784,-0.003787019258166967,0.9667789018202985,0.008210640926862587,0.0004516133487198118,0.0004946736741233913,0.008449651368649523,0.0006921644113125138,0.0007413104513859258,-14.811559178386357,-25.94007833532216,2.9907649085946715,-1.19,-1.19,-0.2
70,-13.688289326502812,-25.79876821625284,2.7723416834208456,-0.11076632799359003,-0.22439595221566166,-0.0031917248170164805,0.9681771997443109,-0.11076571093484476,-0.22439401710146503,-0.003183095429996719,0.9681777472518408,0.009765825203036779,0.00229603522731533,0.0005118962190400478,0.009255618586702947,0.001784257571874188,2.4468279683962406e-06,-13.688145757755517,-25.799112946180312,2.7713303084080025,-1.19,-1.19,-0.16
72,-12.35482815281065,-25.445970792070202,2.4719685873325923,-0.10021977873048979,-0.22117593021937218,-0.0027961261615823455,0.9700666912750358,-0.1002178576719424,-0.22117191533669653,-0.0027751704112439833,0.970067865305893,0.01132323104217548,0.00414313034752696,0.00027382243743152786,0.011801772000880367,0.004619837969642177,0.0007522080201319496,-12.354527315922914,-25.44669928332132,2.4695068994865848,-1.19,-1.19,-0.16
74,-10.81514453963379,-24.881626938362974,2.0819434818832647,-0.08811582822816852,-0.21610980666572935,-0.0026420211507794836,0.9723811865738681,-0.08811545922736416,-0.21610870755349584,-0.0026369984325248365,0.9723814779210754,0.012880831595270068,0.00598821857552527,2.9021658088119655e-05,0.013243102872669024,0.006349137366838741,0.00039214225976376735,-10.81506363854341,-24.881810014809,2.0813516500662486,-1.19,-1.19,-0.17
76,-9.080358656641218,-24.101274954222973,1.6257251967274036,-0.07445466061093027,-0.20919967565246314,-0.002703775061804348,0.9750306091711329,-0.07445347412147994,-0.20919826053375998,-0.0026941787449483293,0.9750310299584223,0.01443793435975034,0.007831005891608778,-0.0001582425512875867,0.014851017395373898,0.008242720913876522,0.00025530279237169257,-9.080264078606364,-24.10152721005979,1.6245978764832703,-1.19,-1.19,-0.2
