Tiempo,Roll_est,Pitch_est,Yaw_est,q0_real,q1_real,q2_real,q3_real,q0_est,q1_est,q2_est,q3_est,w0_est,w1_est,w2_est,w0_real,w1_real,w2_real,Roll_real,Pitch_real,Yaw_real,usx,usy,usz
0,30.09313136402461,30.065234842204433,30.09313136402461,0.1771,0.3063,0.1771,0.9202,0.1771,0.3063,0.1771,0.9202,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,30.09313136402461,30.065234842204433,30.09313136402461,14.0,11.0,12.0
2,27.580805831953455,30.329506054235278,25.55851247958739,0.16808115762452416,0.29865608728395526,0.14634605522356509,0.9279741904279125,0.16817543700776888,0.2986521831204781,0.14652666734893466,0.927929863545857,-0.01813193652432084,-0.015450457402614005,-0.06159526246379048,-0.01785149953591305,-0.015164032540568657,-0.06131466498112235,27.563300886544408,30.337609278468467,25.5330243678195,11.0,9.8,3.7
4,21.242286042387587,29.985874791631556,15.2364270969035,0.14273100383311055,0.2756268347201068,0.07854748701846039,0.9473584331234152,0.14275945573657634,0.27562643788428565,0.07860329437304837,0.9473496327390013,-0.032663282726469435,-0.030610530894528573,-0.07408817642237196,-0.03269737647207816,-0.030755568631399898,-0.07412417498464441,21.23684532333859,29.98759516006865,15.22847534084156,8.0,7.9,-2.0
6,13.675621718727552,27.208010954172362,5.140819223499577,0.10487618767490954,0.23847970537588362,0.014765249160566957,0.9653550656622853,0.10512908533260999,0.23849173412048794,0.015303067428710772,0.9653162094881677,-0.0430188997944698,-0.04366346272820684,-0.05342569932695555,-0.04341381852084444,-0.04391960359804806,-0.05383596885015754,13.627692085854102,27.215475297271947,5.0661084807991354,4.1,5.5,-4.2
8,6.651970413348376,22.03186351123012,-1.3659180580023982,0.05902633734823208,0.19003904652646897,-0.023218907199073536,0.979725438397434,0.05921752261336834,0.19006773707318245,-0.02276543907655583,0.9797189776272921,-0.04850122618946909,-0.05319246989879386,-0.02231349736844532,-0.048876444696161016,-0.05352075239552355,-0.022718592337209596,6.618037458772861,22.031311340797316,-1.4255704463804444,0.034,3.1,-3.7
10,0.7218767857155535,15.432885036414207,-3.6977951889614453,0.0105230955924885,0.13398201371524607,-0.03294829412513153,0.9903799747441397,0.010571213932317712,0.1339965971522301,-0.03281635838175186,0.9903818697907291,-0.04846487766370893,-0.058888928684641906,0.0029255049099049355,-0.0476095384348361,-0.05804719403384184,0.0037828894542464983,0.714158011488079,15.431115216204024,-3.7141083622829774,-3.7,0.57,-1.9
12,-4.288210960803434,8.421819334136542,-3.095815110114672,-0.03534497190726391,0.07434264230954012,-0.024270303270476103,0.9963106226847477,-0.035316245715635686,0.0743578109601601,-0.02417485519602483,0.9963128299455032,-0.04329548741695707,-0.060373790537117174,0.014400257979629377,-0.04321835541085899,-0.06031169712167391,0.014481998126507623,-4.292283409932752,8.41957841642599,-3.107008654789149,-6.8,-1.7,-0.2
14,-8.502805708000484,1.6337319145514502,-1.3424433189874097,-0.07393990338654251,0.015096559192979123,-0.010565982108176138,0.9970924453679365,-0.07395373456895238,0.015084674229853897,-0.010624533468354567,0.9970909773111298,-0.03392616154630329,-0.05812301885961576,0.012948878890873742,-0.03425397877425512,-0.05846438114360161,0.012643144554687017,-8.501139928274709,1.635606109912657,-1.3358286662875827,-8.9,-3.8,0.56
16,-11.703121471820188,-4.6054387738310885,0.2735815501325469,-0.10176791783314736,-0.040205793547640985,-0.0016923554808359466,0.9939939240247079,-0.10177351065490135,-0.04021295075632667,-0.0017232326982201682,0.9939930088232581,-0.021763516657873513,-0.05249779036272797,0.004724571096129601,-0.022451565351636785,-0.05319816166010339,0.004052043143890894,-11.702607313050938,-4.604262778723642,0.276999768577126,-10.0,-5.4,0.35
18,-13.556055944115665,-10.117779288114688,1.0662585614547806,-0.11674033782871511,-0.08864765341367355,-0.0011792812456804613,0.9891976022836035,-0.11674358260767659,-0.08865340726534827,-0.0012030836581524665,0.9891966750297337,-0.008209465602526791,-0.04439883439037419,-0.003758060082199272,-0.007770907574750372,-0.043971768232094297,-0.003307196551198009,-13.555896031745199,-10.116802434718343,1.0688846768003073,-9.8,-6.6,-0.45
20,-13.833217793940236,-14.71088564226695,0.9509290000767268,-0.11836764406375097,-0.12806264927432331,-0.007175576795756005,0.9846509888266437,-0.1183748741905255,-0.12807938804978095,-0.007246609249230291,0.9846474222642133,0.004929985947669594,-0.03444062468715826,-0.008292231552958274,0.004527215005632235,-0.034851879991107185,-0.008678984491612017,-13.833337860166235,-14.707984749631635,0.9588562603011832,-8.7,-7.3,-1.3
22,-12.556598366412553,-18.143800682411,0.23258474947259947,-0.10767351265308228,-0.15695309111886716,-0.015277380287229698,0.9816000934763294,-0.10767157941143082,-0.1569469948091371,-0.015250555702667163,0.9816016974099977,0.016435043471847932,-0.02334194467151427,-0.007958230363825975,0.01663329850215528,-0.023156422626963206,-0.007757393307823515,-12.556355984764686,-18.144843789052693,0.22952959789436272,-6.8,-7.5,-1.8
24,-9.992275004264238,-20.24262741696566,-0.7150690002974015,-0.0868237267934389,-0.17452630954189116,-0.021420065809177696,0.9805831879673018,-0.08682406035997738,-0.17452686479187454,-0.02142369995301152,0.9805829802157742,0.02524271469463209,-0.011799460102765598,-0.004361949708173395,0.02578950162849786,-0.01126314157977866,-0.0038099726704545417,-9.992310216295147,-20.242525936541913,-0.7146468041792358,-4.4,-7.3,-1.9
26,-6.582529739361046,-20.934777534491122,-1.5123386974627806,-0.058842478611542515,-0.18060723695714587,-0.023338360208368467,0.9815161280449445,-0.05884515429852493,-0.18061532834507021,-0.023385667016432236,0.9815133527163968,0.03070036014012566,-0.00035823530609292964,0.00048670420858694044,0.030433578494626315,-0.0006332185497373991,0.000228791277479773,-6.583248427387658,-20.933515447743943,-1.5067529140554201,-1.7,-6.7,-1.5
