Tiempo,Roll_est,Pitch_est,Yaw_est,q0_real,q1_real,q2_real,q3_real,q0_est,q1_est,q2_est,q3_est,w0_est,w1_est,w2_est,w0_real,w1_real,w2_real,Roll_real,Pitch_real,Yaw_real,usx,usy,usz
0,30.09313136402461,30.065234842204433,30.09313136402461,0.1771,0.3063,0.1771,0.9202,0.1771,0.3063,0.1771,0.9202,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,30.09313136402461,30.065234842204433,30.09313136402461,1.19,1.19,1.19
2,29.857411742526118,30.014548307002826,29.65123526660897,0.17643911942783072,0.30554671031623976,0.1741584663265556,0.9193363223310812,0.17652548283553174,0.30554242886913985,0.1743217258190142,0.9192902229317516,-0.0014164484278170971,-0.0016069925234445041,-0.005977996318644,-0.0011355773668185385,-0.0013206707749342313,-0.005696848995747015,29.841756263179988,30.022737978719764,29.628394427397353,1.19,1.19,1.19
4,29.160675105609627,30.095641430176432,28.309408922502676,0.17425647771265176,0.3030857405360158,0.16513400363499678,0.9222279949678344,0.1742797834312916,0.303084571371234,0.16517722529314904,0.9222162349082311,-0.0030451158665293788,-0.003312410730769888,-0.012160016711489013,-0.003078278529176478,-0.003450116426618387,-0.012200614246427662,29.15645488584821,30.097763747723047,28.30333524556484,1.19,1.19,1.19
6,28.0440235466454,30.175228362239775,26.142699775023083,0.1705520748586414,0.29891543961070455,0.15002681956898184,0.9268513921518204,0.17076539553564435,0.29890560229434704,0.15042722444461346,0.926750382115108,-0.004352725355493693,-0.005026147667507679,-0.018068604523278915,-0.0047320958887706365,-0.005292329299922323,-0.018415287955991247,28.004903169994876,30.19374642515381,26.086266483205446,1.19,1.19,1.19
8,26.43370811642482,30.256125881937535,23.040263060875343,0.16532591087289103,0.29303415655145126,0.12883712197282612,0.9328447471524871,0.1655276469026827,0.29302552119338166,0.1292173889448969,0.9327590838123591,-0.005925137199933641,-0.006740662978183211,-0.024171532165861372,-0.0063108019538213175,-0.007061081846181661,-0.024554642434917843,26.396283442500213,30.272324369269235,22.986425421968608,1.19,1.19,1.19
10,24.362094216367687,30.276092625809163,19.039758156696955,0.15857798576540505,0.28544024042922783,0.10156511889149475,0.9397134766506481,0.15865617542950575,0.28543713244250635,0.10171301319586634,0.9396852262155123,-0.007514700860873547,-0.008449437266844098,-0.030310894534061748,-0.006664555610603513,-0.007606532894728972,-0.029468836371749477,24.34742873286088,30.281717504011446,19.01872313420916,1.19,1.19,1.0
12,21.92194740200924,30.138644234565383,14.302998317416478,0.15030502115451094,0.27611935038152896,0.0687933194904818,0.9468019772656291,0.15039718325740614,0.2761160684743037,0.0689697030352094,0.9467754665504208,-0.009037532318063781,-0.010190431971017279,-0.0352243030226484,-0.008973139766747941,-0.01012723580931359,-0.03516649333441167,21.904470067767562,30.14438119116201,14.277849105083114,1.19,1.19,-1.19
14,19.314511961757816,29.63803007943049,9.670441740906996,0.1404659508501262,0.264911087472784,0.03781601946873595,0.9532373162320583,0.14034393775501086,0.264914526855128,0.037578840914607274,0.9532637113160534,-0.010696766941203438,-0.01221655995292416,-0.026777144962409103,-0.010987478218011808,-0.012571382570268085,-0.027070542893799912,19.337736618656105,29.63167930144043,9.704188487162085,1.19,1.19,-1.19
16,16.83795275609929,28.618750640129967,6.081054099823854,0.12902298705975693,0.2516702772213971,0.015345238379411447,0.9590514397218546,0.12870007386611793,0.2516750138810836,0.014707262845117502,0.9591035787621777,-0.012335024494574028,-0.014243644988173088,-0.018315048955758678,-0.012947969027933498,-0.014959372772480623,-0.018920497806066614,16.898909156044823,28.605080391574347,6.171066639219077,1.19,1.19,-0.91
18,14.616073854609045,27.12431716513919,3.6537055691443823,0.11598096112365164,0.23641792964350894,0.000523095436935549,0.9647044654043407,0.11617900535520283,0.23641904489690602,0.0009243995319424817,0.9646800606471638,-0.0138143349720769,-0.016252682048356278,-0.011398365140739088,-0.01341371816218106,-0.015822650504852792,-0.011001383056120525,14.579291274321065,27.13093784930471,3.5979197328470107,1.19,1.19,-0.57
