Tiempo,Roll_est,Pitch_est,Yaw_est,q0_real,q1_real,q2_real,q3_real,q0_est,q1_est,q2_est,q3_est,w0_est,w1_est,w2_est,w0_real,w1_real,w2_real,Roll_real,Pitch_real,Yaw_real,usx,usy,usz
0,30.09313136402461,30.065234842204433,30.09313136402461,0.1771,0.3063,0.1771,0.9202,0.1771,0.3063,0.1771,0.9202,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,30.09313136402461,30.065234842204433,30.09313136402461,13.0,15.0,9.3
2,27.825657196365846,29.643095799869645,26.634067176134828,0.16891249510591969,0.2951724404238444,0.15611763398919234,0.9273451804850993,0.16900051516736198,0.2951689629010888,0.15628809405546085,0.927301537187108,-0.01646963188635242,-0.02235723289961053,-0.042058958249386796,-0.01618882600823953,-0.022070842803998018,-0.04177809335758219,27.809490696845003,29.650829777329132,26.610220005315135,5.6,12.0,0.5
4,22.838004707453866,27.555419966281377,19.89267085640611,0.14905199744752895,0.2631458396116746,0.11794740448142461,0.9458468052111102,0.1490744834877529,0.2631455622483916,0.11799328111651777,0.9458376166410363,-0.023345653320277646,-0.04168882002690468,-0.034376731453799624,-0.023380741768539257,-0.04183057893960158,-0.03441054640004986,22.833871175881914,27.556993185179188,19.8863448176907,1.2,2.7,-0.91
6,17.78988355298907,23.602679361106446,14.189780161435623,0.12506868740862231,0.2191999746736923,0.0876773174923189,0.9636502905775974,0.12523896002630755,0.21920640597071084,0.08806698017881152,0.9635911796374632,-0.02464758362651949,-0.046197663706559776,-0.02617473491488839,-0.02498744701273101,-0.046462357207892116,-0.02653110514346293,17.759250930464283,23.611494639234923,14.138074903320485,-1.0,-1.9,-1.3
8,13.477351997607503,19.140729656898575,9.875140004368149,0.10094245718845637,0.17444428475262286,0.06452896964919884,0.9773514331753524,0.10106753572906013,0.17445646703035378,0.06484940037682388,0.9773151229791284,-0.023507681835237253,-0.043313531086948104,-0.019988199050760252,-0.02385558329266218,-0.04363931057591104,-0.020356218752285122,13.45584345543563,19.144961110538844,9.834290686255262,-2.3,-3.9,-1.4
10,10.027719850766506,14.912276867150267,6.779287371135457,0.07882598839213771,0.13416228843885433,0.04697556151256333,0.9867016978476482,0.07886288491399641,0.1341681967260814,0.0470802873697286,0.9866929547288239,-0.020714195650515663,-0.0372451917596031,-0.015091723482387296,-0.01985686164452478,-0.03640396510009396,-0.014230227771832332,10.02172303882768,14.912909586359977,6.766369819682228,-2.8,-4.5,-1.4
12,7.367767207990177,11.260480608182668,4.672911568294963,0.059864134980156435,0.10042316113579652,0.03408510670730949,0.9925571417058681,0.0598971206025995,0.10043079309829532,0.03418867581229961,0.9925508174332268,-0.017233468780717496,-0.03022719730050238,-0.010720756911356807,-0.017158611331590534,-0.030165858057337496,-0.010642590160170424,7.362699714571978,11.260525919334226,4.660444756408176,-2.7,-4.2,-1.1
14,5.326311867434345,8.288981769740392,3.222266439534072,0.04432915723063206,0.07347878618121473,0.024774077163965236,0.9960030315723095,0.044294484364466175,0.07346831359702552,0.02465533908071128,0.9960082930412328,-0.013870581695075667,-0.023658483682100356,-0.007964932033813692,-0.0141938215416312,-0.02400524296448066,-0.008262079408218562,5.33135216614331,8.289436376147995,3.2363212840463267,-2.5,-3.6,-0.92
16,3.78683728362408,5.961291667364005,2.226942432187568,0.03205888539650707,0.052629370992465695,0.01796469130910974,0.9979376969742346,0.03197953360761996,0.05260160745143437,0.01767790144815974,0.9979468283050723,-0.010720510117369374,-0.018041812357440935,-0.00577020144064885,-0.011396241791561429,-0.018743006992401157,-0.006406325784735143,3.7977599868121423,5.963207577297551,2.260515161910106,-2.1,-3.0,-0.73
18,2.66697828992321,4.199054683321821,1.6162651221955682,0.022692256705145495,0.036932373545171975,0.01306903528274843,0.9989746050759878,0.022737168911785517,0.03694990588367481,0.013238337218517453,0.9989707062936096,-0.00804478896877552,-0.01335081627736542,-0.004086359540683384,-0.007614650910238367,-0.012928550153738911,-0.00366271650857964,2.6610768063565273,4.197568580330658,1.596591047766857,-1.6,-2.4,-0.52
