f_costo
39614.53636
39614.5365
155212.1231
155212.1231
105989.5738
105989.5738
74427.7847
74427.78474
55505.7708
55505.77086
62962.80123
62962.80129
62097.51639
62097.51645
58400.63201
58400.63209
60775.74408
60775.74414
59303.76127
59303.76134
58508.66973
58508.66981
58400.63201
58400.63209
61602.568
61602.56807
60228.92443
60228.92449
58406.45474
58406.45481
58400.78949
58400.78956
58405.18943
58405.1895
58403.95403
58403.9541
58404.61644
58404.61651
58405.18501
58405.18508
58404.93951
58404.93959
58404.72791
58404.72799
58404.65147
58404.65154
58404.61644
58404.61651
58405.18501
58405.18508
58404.93951
58404.93959
58404.72791
58404.72799
58404.65147
58404.65154
58404.63414
58404.63422
58404.62144
58404.62151
58404.61722
58404.61729
58404.61664
58404.61672
58404.61657
58404.61664
58404.61664
58404.61672
58404.61664
58404.61672
58404.61664
58404.61672
58404.61664
58404.61672
58404.61664
58404.61672
58404.61664
58404.61672
58404.61664
58404.61672
