f_costo
3.76103153
3.76103157
3.76500317
253.6632133
253.6628132
254.1439415
3.29082573
3.29082573
3.7775903
3.74050059
3.74050063
4.22989208
3.36998964
3.36998966
3.85888591
253.6632133
253.6628132
254.1439415
3.40648265
3.4064826
3.89341899
3.28768077
3.28768077
3.77438857
3.29869537
3.29866197
3.78167861
3.28943765
3.28943765
3.77534994
3.28764232
3.28764232
3.77444974
3.28921313
3.28921313
3.7749355
3.28937907
3.28937907
3.77525181
3.29129964
3.29129965
3.77496533
3.29167468
3.29167468
3.77520737
3.29064483
3.29064483
3.77428012
3.29118307
3.29118307
3.77485913
3.29118288
3.29118288
3.77483682
3.29118307
3.29118307
3.77489071
3.29118307
3.29118307
3.77489071
3.29118854
3.29118854
3.77488275
3.29111937
3.29111937
3.7747806
3.29119065
3.29119065
3.77487373
3.29113296
3.29113296
3.77478624
3.29119045
3.29119045
3.77487042
3.2911453
3.2911453
3.77481018
3.29113296
3.29113296
3.77478624
3.29116777
3.29116777
3.77486634
3.29113773
3.29113773
3.77481986
3.29113773
3.29113773
3.77481986
3.29114739
3.29113851
3.77480705
3.29115653
3.29115653
3.77482034
3.29113773
3.29113773
3.77478968
3.291164
3.291164
3.77478764
3.29113773
3.29113773
3.77478968
3.29113773
3.29113773
3.77477403
3.29113774
3.29116399
3.77479948
3.29113773
3.29113773
3.77477403
3.29113773
3.29113773
3.77477403
3.29113773
3.29113774
3.77479371
3.29113773
3.29113773
3.77477403
3.29113773
3.29113773
3.77477403
3.29113773
3.29113773
3.77477403
3.29292371
3.29292333
3.77665616
3.29115559
3.29115331
3.77483293
3.29113773
3.29113773
3.77476751
3.29113773
3.29113773
3.77477403
3.29113773
3.29113773
3.77477403
3.29113773
3.29113773
3.77477403
3.29113773
3.29113773
3.77477403
