f_costo
[12.58125392]
[12.58125394]
[12.60268763]
[264.16104031]
[264.16064037]
[264.65781479]
[12.50847192]
[12.50847189]
[12.98828433]
[12.53634075]
[12.53634077]
[13.01081059]
[12.47919554]
[12.47919552]
[12.95739104]
[12.50214823]
[12.5021482]
[12.98359063]
[12.50847192]
[12.50847189]
[12.98828433]
[12.46888293]
[12.46888293]
[12.95659715]
[12.47966095]
[12.47966093]
[12.96058521]
[12.50067242]
[12.5006724]
[12.98340196]
[12.50702191]
[12.50702188]
[12.98732947]
[12.50807964]
[12.50807961]
[12.98782867]
[12.50845725]
[12.50845722]
[12.98827946]
[12.50815724]
[12.50815722]
[12.98804063]
[12.50815584]
[12.50815568]
[12.98794188]
[12.50813756]
[12.50813754]
[12.98800858]
[12.50816517]
[12.50816514]
[12.98798938]
[12.508138]
[12.50813797]
[12.98800738]
[12.50813641]
[12.50813638]
[12.98800544]
[12.50813112]
[12.5081311]
[12.98799835]
[12.50813641]
[12.50813638]
[12.98800544]
[12.44528303]
[12.44528303]
[12.93398728]
[12.48729592]
[12.4872959]
[12.9681432]
[12.5020979]
[12.50209787]
[12.98498991]
[12.50599043]
[12.50599041]
[12.98753747]
[12.50787756]
[12.50787753]
[12.98777031]
[12.50815815]
[12.50815813]
[12.98797752]
[12.50813384]
[12.50813381]
[12.98800258]
[12.50813638]
[12.50813635]
[12.98800542]
[12.50813635]
[12.50813633]
[12.98800539]
[12.50813506]
[12.50813503]
[12.98800338]
[12.50813634]
[12.50813632]
[12.98800538]
[12.50813634]
[12.50813631]
[12.98800534]
[12.50813584]
[12.50813581]
[12.98800476]
[12.50813526]
[12.50813524]
[12.98800437]
[12.50813584]
[12.50813581]
[12.98800476]
[12.50813533]
[12.50813537]
[12.9880045]
[12.5081353]
[12.50813528]
[12.98800441]
[12.50813526]
[12.50813524]
[12.98800437]
[12.50241735]
[12.50241733]
[12.98800544]
[12.50569774]
[12.50569772]
[12.98800462]
[12.50694964]
[12.50694961]
[12.98800443]
[12.50683386]
[12.50683383]
[12.98800438]
[12.50813266]
[12.50813263]
[12.98800437]
[12.50813128]
[12.50813129]
[12.98800437]
[12.50813516]
[12.50813514]
[12.98800437]
[12.50813526]
[12.50813523]
[12.98800437]
[12.5081352]
[12.50813517]
[12.98800437]
[12.50813526]
[12.50813523]
[12.98800437]
[12.50813522]
[12.50813519]
[12.98800437]
[12.50813526]
[12.50813523]
[12.98800437]
[12.50813523]
[12.50813521]
[12.98800437]
[12.50813526]
[12.50813523]
[12.98800437]
[12.50813524]
[12.50813522]
[12.98800437]
[12.50813524]
[12.50813521]
[12.98800437]
[12.50813524]
[12.50813522]
[12.98800437]
[12.50813524]
[12.50813521]
[12.98800437]
[12.50813524]
[12.50813522]
[12.98800437]
[12.50813524]
[12.50813521]
[12.98800437]
[264.16104031]
[264.16064037]
[264.65781479]
[14.5793991]
[14.57938684]
[15.09116276]
[12.73836302]
[12.73836296]
[13.22105176]
[12.56069893]
[12.56069889]
[13.03750718]
[12.52261797]
[12.52261794]
[13.00155798]
[12.51282714]
[12.51282712]
[12.99102742]
[12.50870368]
[12.50870365]
[12.98955131]
[12.50896767]
[12.50896764]
[12.98880175]
[12.50859397]
[12.50859394]
[12.98819903]
[12.50827715]
[12.50827712]
[12.98808342]
[12.50814022]
[12.50814019]
[12.988034]
[12.50815612]
[12.50815609]
[12.98803835]
[12.50813785]
[12.50813782]
[12.98800729]
[12.50813615]
[12.50813612]
[12.98800518]
[12.50813571]
[12.50813569]
[12.98800464]
[12.50813535]
[12.50813532]
[12.98800446]
[12.50813529]
[12.50813527]
[12.9880044]
[12.50813527]
[12.50813525]
[12.98800438]
[12.50813526]
[12.50813524]
[12.98800437]
[12.50813526]
[12.50813524]
[12.98800437]
