1.34143351,1.34142033,1.34134076,1.33999300,1.34014860,1.34016099,1.34184331,1.34216969,1.34212735,1.34240487,1.34263172,1.34267427,1.34133364,1.34152289,1.34152747,1.34165810,1.34182971,1.34199533,1.34208671,1.34239045
1.43994080,1.44001316,1.44177868,1.44183312,1.44183262,1.44176844,1.44163567,1.44214149,1.44207025,1.44247847,1.44072793,1.44077436,1.44075598,1.44285755,1.44288191,1.44291705,1.44305979,1.44326910,1.44330206,1.44319625
1.66809562,1.66784729,1.66804602,1.66799149,1.66803496,1.66976093,1.67004295,1.67035732,1.66879034,1.66905150,1.66918840,1.66954187,1.67150493,1.67161184,1.67177710,1.67037231,1.67003834,1.67029529,1.67030867,1.67029061
1.96098151,1.96097608,1.96104809,1.96311357,1.96302352,1.96291710,1.96167616,1.96172116,1.96161338,1.96181876,1.96175812,1.96176250,1.96181902,1.96177537,1.96195564,1.96427178,1.96424732,1.96230347,1.96253791,1.96270726
2.27911966,2.27909637,2.27830533,2.27866353,2.27875731,2.28085961,2.28101694,2.28098925,2.28136365,2.28132302,2.28120923,2.28092565,2.28111375,2.27954400,2.27974090,2.27972728,2.27980302,2.28200763,2.28234623,2.28376646
2.60681973,2.60480198,2.60483693,2.60487674,2.60503527,2.60516000,2.60523417,2.60528294,2.60539625,2.60753945,2.60749137,2.60595306,2.60593450,2.60616651,2.60622820,2.60653334,2.60606521,2.60617543,2.60625005,2.60872029
2.92873395,2.92888055,2.92891659,2.92903338,2.92938525,2.92927116,2.92949242,2.92766709,2.92770955,2.92773608,2.92791218,2.92800947,2.92820797,2.93068930,2.93058612,2.93102865,2.93112979,2.92968184,2.93038219,2.93048453
3.24347223,3.24624907,3.24592649,3.24610877,3.24623287,3.24427076,3.24461097,3.24489409,3.24482944,3.24479878,3.24495089,3.24485066,3.24506484,3.24519808,3.24516525,3.24523085,3.24586273,3.24602246,3.24611228,3.24614428
3.55819960,3.55662291,3.55653260,3.55672404,3.55680055,3.56116140,3.55871673,3.55836063,3.56095112,3.56069217,3.56097202,3.56074493,3.56069106,3.56092319,3.56110332,3.56122471,3.56118072,3.56149902,3.56108633,3.56340934
3.86891662,3.86893437,3.86875816,3.86815014,3.86822972,3.86602474,3.86612829,3.86922241,3.86935937,3.86944814,3.86951184,3.86963414,3.86963950,3.86969807,3.86788971,3.86778513,3.86800626,3.86796458,3.86805959,3.86829160
4.17039330,4.17071474,4.17042195,4.17064227,4.17353358,4.17345392,4.17363702,4.17391694,4.17425238,4.17430797,4.17431045,4.17308936,4.17285878,4.17259300,4.17279353,4.17266397,4.17291366,4.17413004,4.17433483,4.17692959
4.47330673,4.47404142,4.47395132,4.47722317,4.47721155,4.47728201,4.47733008,4.47744585,4.47743759,4.47707475,4.47697876,4.47734146,4.47701811,4.47662571,4.47690675,4.47962530,4.47958977,4.47945552,4.47933085,4.47833818
4.77215986,4.77209339,4.77225076,4.77243016,4.77550710,4.77541971,4.77507965,4.77428011,4.77435551,4.77411495,4.77441874,4.77454019,4.77439657,4.77421839,4.77425097,4.77350971,4.77636350,4.77646427,4.77638444,4.77660550
5.06837787,5.06831948,5.06759422,5.07055961,5.07038741,5.07054105,5.07063116,5.07087339,5.07091526,5.07085739,5.07077760,5.07001129,5.07011801,5.07049086,5.07070082,5.07080556,5.07083838,5.07086425,5.07378505,5.07461622
5.36196273,5.36278239,5.36592143,5.36619251,5.36645599,5.36667006,5.36675144,5.36678461,5.36702030,5.36703383,5.36698354,5.36720905,5.36738113,5.36719104,5.36718140,5.36710468,5.36751496,5.36698547,5.36722010,5.36718754
5.65560324,5.65575214,5.65593523,5.65602674,5.65628535,5.65777416,5.65801013,5.65802218,5.65809783,5.65810563,5.65795818,5.65769308,5.65764070,5.65618180,5.65608535,5.65630365,5.65619590,5.65618844,5.65652553,5.65984721
5.94491147,5.94494138,5.94484123,5.94362203,5.94719355,5.94427776,5.94776814,5.94776013,5.94745996,5.94742391,5.94756569,5.94751895,5.94687568,5.94685145,5.94711718,5.94726322,5.94731853,5.94711193,5.94734902,5.94790645
6.23287174,6.23303523,6.23312556,6.23348606,6.23332560,6.23317874,6.23635671,6.23586877,6.23599562,6.23585294,6.23584169,6.23573135,6.23559232,6.23574585,6.23593986,6.23550971,6.23552286,6.23570391,6.23606091,6.23642785
6.52118848,6.51898575,6.51879424,6.51904004,6.51942298,6.51953411,6.52266633,6.52259696,6.52270128,6.52293026,6.52312323,6.52235217,6.52266636,6.52363823,6.52357972,6.52351537,6.52357042,6.52353723,6.52402964,6.52433753
6.80548177,6.80555486,6.80565771,6.80534632,6.80533956,6.80540834,6.80555769,6.80582663,6.80348221,6.80343499,6.80365981,6.80369088,6.80369912,6.80426583,6.80430970,6.80477817,6.80836510,6.80614778,6.80671371,6.80692933
