258.46628368,255.36226489,255.41640089,255.47553579,255.55235817,255.63238392
258.00322384,254.89955377,254.95355042,255.01290639,255.08959763,255.16962339
257.98423343,254.88012188,254.93459282,254.99379476,255.07059947,255.15062523
257.97812530,254.87318056,254.92784700,254.98675964,255.06365587,255.14368162
257.97587589,254.86925482,254.92427006,254.98306592,255.06039876,255.14042452
257.97128433,254.86714971,254.92371168,254.98256474,255.05839749,255.13842325
257.96782184,254.86573679,254.92209721,254.98000401,255.05557338,255.13559914
257.96716965,254.86662009,254.92141763,254.97905036,255.05619737,255.13622313
257.96760498,254.86570650,254.92287787,254.97837522,255.05553034,255.13555610
257.96678141,254.86490650,254.92021484,254.97784955,255.05498799,255.13501375
257.96552470,254.86431141,254.92040586,254.97774055,255.05446912,255.13449488
257.96569722,254.86264666,254.91994806,254.97748958,255.05418282,255.13420857
257.96611542,254.86223474,254.91966920,254.97561417,255.05379447,255.13382022
257.96439858,254.86179329,254.91931106,254.97540297,255.05224077,255.13226652
257.96484555,254.86181778,254.91910360,254.97522626,255.05220705,255.13223281
257.96535061,254.86181470,254.91916422,254.97508136,255.05189663,255.13192238
257.96612753,254.86182309,254.92081682,254.97668452,255.05171281,255.13173856
257.96476168,254.86172910,254.92076918,254.97691379,255.05167248,255.13169824
257.96657898,254.86170425,254.92061287,254.97679542,255.05340260,255.13342835
257.96720941,254.86131136,254.92051958,254.97649416,255.05343252,255.13345827
13.58654025,10.41697808,10.47245225,10.52522703,10.60393592,10.68396168
13.12494266,9.95402387,10.00932398,10.06253974,10.14130060,10.22132635
13.10413272,9.93497023,9.99025912,10.04365367,10.12104296,10.20106871
13.09754397,9.92806153,9.98331671,10.03693734,10.11415936,10.19418511
13.09085863,9.92464559,9.97984573,10.03360887,10.11060013,10.19062589
13.08956873,9.92261383,9.97757774,10.03152909,10.10845076,10.18847651
13.08792774,9.92107072,9.97792139,10.02978105,10.10711964,10.18714539
13.08713844,9.91977069,9.97685351,10.02907935,10.10614553,10.18617129
13.08700737,9.92063000,9.97598885,10.02839476,10.10560279,10.18562855
13.08404920,9.92027181,9.97379812,10.02812795,10.10502199,10.18504774
13.08464175,9.91988222,9.97343426,10.02651590,10.10492844,10.18495420
13.08508923,9.91828144,9.97329990,10.02785236,10.10438093,10.18440668
13.08470734,9.91776358,9.97295844,10.02753500,10.10263333,10.18265909
13.08354793,9.91762292,9.97283192,10.02734451,10.10417429,10.18420005
13.08422759,9.91708718,9.97281644,10.02711432,10.10411929,10.18414504
13.08219379,9.91655461,9.97277679,10.02670500,10.10391465,10.18394040
13.08279913,9.91665649,9.97269014,10.02634175,10.10593703,10.18596279
13.08462506,9.91666182,9.97275423,10.02632926,10.10572021,10.18574596
13.08271971,9.91643914,9.97148081,10.02639032,10.10568656,10.18571231
13.08342016,9.91630547,9.97122305,10.02624386,10.10536443,10.18539019
9.17272182,5.89921606,5.94885542,6.00044721,6.07961217,6.15963793
8.70744110,5.43627672,5.48452475,5.53747885,5.61675816,5.69678392
8.68869984,5.41724291,5.46534445,5.51842928,5.59836531,5.67839107
8.68284284,5.40906997,5.45873068,5.51138269,5.59150059,5.67152634
8.67982650,5.40546389,5.45688731,5.50777816,5.58653261,5.66655836
8.67752165,5.40343650,5.45474195,5.50573703,5.58443039,5.66445615
8.67593127,5.40172547,5.45350927,5.50442010,5.58304583,5.66307158
8.67496559,5.40063349,5.45261080,5.50345439,5.58160608,5.66163184
8.67407139,5.39990498,5.45186053,5.50304099,5.58085834,5.66088410
8.67299158,5.40110370,5.45099798,5.50232386,5.58051264,5.66053840
8.67248105,5.40043833,5.45059776,5.50059118,5.58022118,5.66024693
8.67154100,5.40004170,5.45011989,5.50033937,5.57993199,5.65995774
8.67256975,5.39978420,5.44818810,5.50010330,5.57824121,5.65826696
8.67142441,5.39942381,5.44801493,5.50167655,5.57842957,5.65845532
8.67214860,5.39897123,5.44769300,5.50160399,5.58029787,5.66032363
8.67244641,5.39871312,5.44946467,5.50136627,5.58045651,5.66048227
8.67068175,5.39899790,5.44937182,5.50119510,5.58017350,5.66019926
8.67116347,5.39903071,5.44926984,5.50124049,5.58006500,5.66009076
8.67052396,5.39874787,5.44930182,5.50118640,5.57976687,5.65979262
8.67123517,5.39885463,5.44897623,5.50125578,5.57964640,5.65967216
8.29143588,4.91802248,4.95941791,5.01110193,5.08765422,5.16767998
7.82872817,4.45511242,4.49652661,4.54833723,4.62467317,4.70469893
7.80875387,4.43607501,4.47738999,4.52923126,4.60563694,4.68566269
7.80180367,4.42920939,4.47042379,4.52205286,4.59854853,4.67857428
7.79853117,4.42662270,4.46666592,4.52025797,4.59359404,4.67361980
7.79460799,4.42443885,4.46454008,4.51804869,4.59389770,4.67392346
7.79286827,4.42285133,4.46331364,4.51651363,4.59229917,4.67232493
7.79432013,4.42387346,4.46423828,4.51546133,4.59124074,4.67126649
7.79044937,4.42286994,4.46325368,4.51500044,4.59051064,4.67053639
7.79009503,4.42080510,4.46269616,4.51443431,4.59015531,4.67018106
7.78911426,4.42032013,4.46036950,4.51252782,4.58953757,4.66956333
7.78862664,4.41948850,4.46014239,4.51202824,4.58918028,4.66920604
7.78898130,4.41934921,4.45987251,4.51167943,4.58902446,4.66905022
7.78880292,4.41916440,4.45966287,4.51129206,4.58734094,4.66736669
7.78813368,4.41890217,4.45937130,4.51088063,4.58726552,4.66729128
7.78810539,4.41858363,4.46047916,4.51294558,4.58724738,4.66727314
7.78833897,4.41818254,4.46020586,4.51300944,4.58734452,4.66737028
7.78860851,4.41809215,4.46020582,4.51316798,4.58745616,4.66748192
7.78934259,4.41990038,4.46034442,4.51320714,4.58778461,4.66781037
7.78867182,4.41980100,4.45920412,4.51313416,4.58978253,4.66980828
8.15974321,4.71728110,4.74941729,4.79858074,4.87425407,4.95427983
7.69758547,4.25636612,4.28668032,4.33573925,4.41130053,4.49132629
7.68015279,4.23738886,4.26745789,4.31477331,4.39212774,4.47215350
7.67271921,4.23060858,4.26073206,4.30765311,4.38531328,4.46533903
7.66913949,4.22699545,4.25698611,4.30399303,4.38328910,4.46331485
7.66721755,4.22483330,4.25488132,4.30186907,4.38118233,4.46120809
7.66497924,4.22312065,4.25326749,4.30031160,4.37988736,4.45991312
7.66147258,4.22201707,4.25141151,4.29930445,4.37874115,4.45876690
7.66093194,4.22102364,4.25071476,4.29842846,4.37714238,4.45716814
7.66094474,4.22032581,4.25030531,4.29770012,4.37529037,4.45531612
7.66090431,4.21827890,4.24974591,4.29940092,4.37490629,4.45493205
7.66098145,4.21796599,4.24953641,4.29732640,4.37668147,4.45670723
7.66076733,4.21747919,4.25126899,4.29591506,4.37819023,4.45821599
7.65906655,4.21733256,4.25113051,4.29779834,4.37618529,4.45621105
7.65962042,4.21710284,4.25096968,4.29772307,4.37594480,4.45597056
7.66006799,4.21916260,4.25102086,4.29751033,4.37458772,4.45461348
7.65940038,4.21908923,4.24996303,4.29734314,4.37453678,4.45456254
7.65927347,4.21904689,4.24970318,4.29728450,4.37459511,4.45462086
7.65858923,4.21908341,4.24965519,4.29710903,4.37468107,4.45470683
7.65863351,4.21999507,4.24978232,4.29698311,4.37471691,4.45474267
8.28292553,4.79659341,4.81612975,4.86050352,4.93990837,5.01993413
7.81911728,4.33377077,4.35345313,4.39764581,4.47704146,4.55706721
7.80066578,4.31455520,4.33418643,4.37721096,4.45818791,4.53821366
7.79352521,4.30810678,4.32689136,4.37018451,4.45116740,4.53119316
7.78539800,4.30452121,4.32325452,4.36641407,4.44585999,4.52588575
7.78434373,4.30239031,4.32102760,4.36431863,4.44355091,4.52357667
7.78308564,4.30084460,4.31961419,4.36291636,4.44194467,4.52197043
7.78201687,4.30111183,4.31846717,4.36203591,4.44104781,4.52107356
7.78005629,4.29871469,4.31452337,4.36133202,4.44019627,4.52022203
7.77806051,4.29790076,4.31407115,4.36072064,4.43951674,4.51954249
7.78283512,4.29749329,4.31362313,4.36033481,4.43917397,4.51919972
7.77801567,4.29717201,4.31321637,4.36006179,4.43887070,4.51889646
7.77896855,4.29666679,4.31290336,4.35892109,4.43838978,4.51841554
