Tiempo,Roll_est,Pitch_est,Yaw_est,q0_real,q1_real,q2_real,q3_real,q0_est,q1_est,q2_est,q3_est,w0_est,w1_est,w2_est,w0_real,w1_real,w2_real,Roll_real,Pitch_real,Yaw_real
0.0,71.14442298924713,16.2609438297941,-98.80233906909208,0.4073938686816218,-0.4087038538272358,-0.7081435860668884,0.4068229063606353,0.462104,-0.362398,-0.664921,0.461527,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,69.85259371206084,14.1491277947308,-110.33849634826332
2.0,71.02044440523666,14.619378429823913,-110.01804221652068,0.40739422182704516,-0.4087042081567507,-0.7081429745950418,0.4068468333274648,0.41522672724225856,-0.4125969548444609,-0.7038326030126543,0.4024551959823509,9.728529715844846e-05,0.00010091588650061407,8.058798540563547e-05,9.999255606865873e-05,0.00010000628265607384,0.00010000057397490827,69.8530604295222,14.147955220778607,-110.33773489436844
4.0,69.85237962270266,14.143098588528645,-110.33148718355915,0.4073945813503005,-0.40870455131801847,-0.7081423768896856,0.406847168936171,0.4073874886673286,-0.4086999386035363,-0.7081129769550261,0.4069100713065278,8.564228812220898e-05,0.00010499021844510594,3.772755768782332e-05,9.849256581859798e-05,9.790138834846161e-05,8.737362463556626e-05,69.8531355166209,14.147923822933945,-110.3376606238284
6.0,69.85311315168404,14.143940272002109,-110.3362362602289,0.4073949561625476,-0.4087048677335701,-0.7081418122134262,0.40684745861229815,0.40737776473596626,-0.4087175162735228,-0.7081289988938303,0.406874267576056,7.248310368554363e-05,0.0001008440293092118,-1.3736109386803372e-06,9.698969607959384e-05,9.579838730988652e-05,7.475887020768371e-05,69.85320883039124,14.147898799073431,-110.33759008928433
8.0,69.85317951176475,14.145130754441261,-110.33660513626882,0.40739534623975143,-0.4087051574142173,-0.7081412805435157,0.4068477024089023,0.40738320483972273,-0.40871380857154743,-0.7081325825495465,0.40686630805359986,7.237486388662391e-05,9.753221295168745e-05,-4.087097722359552e-06,9.548393898591671e-05,9.36972980248449e-05,6.215634955328506e-05,69.85328037006246,14.14788014301523,-110.33752328717615
10.0,69.85325263391412,14.145877019324441,-110.3367969822391,0.4073957515578433,-0.40870542037078195,-0.7081407818570971,0.40684790037922247,0.4073868674157695,-0.4087115391417944,-0.7081345766575551,0.4068614498469188,7.20495115455098e-05,9.417213391746245e-05,-6.478044357502828e-06,9.397528822865657e-05,9.159813844311838e-05,4.956610026150539e-05,69.85335013486262,14.147867848560129,-110.33746021392682
12.0,69.85332442534403,14.146390488910457,-110.33691272146065,0.4073961720927251,-0.4087056566141002,-0.7081403161312048,0.40684805257667067,0.4073895217141553,-0.4087100525793926,-0.7081358143407438,0.4068581312522013,7.145681187511515e-05,9.089910228006587e-05,-8.763370425394242e-06,9.246373902431422e-05,8.950092595660135e-05,3.698815848195297e-05,69.8534181240193,14.147861909492228,-110.33740086594287
14.0,69.85339455788315,14.146765790301322,-110.33698397745472,0.407396607820273,-0.4087058661550261,-0.7081398833427652,0.4068481590548241,0.407391572044933,-0.4087090277364942,-0.7081366086224048,0.4068557252911736,7.060199657749826e-05,8.773188999355535e-05,-1.0944795156866015e-05,9.094928796824384e-05,8.74056774491264e-05,2.4422559244690763e-05,69.85348433676033,14.147862319579424,-110.33734523961498
16.0,69.85346288556437,14.147051015340416,-110.33702675359373,0.407397058716341,-0.40870604900443475,-0.7081394834685985,0.4068482198674164,0.40739322420644647,-0.4087083012828544,-0.7081371182676777,0.406853913665223,6.950086416621532e-05,8.467377418786234e-05,-1.302810326636905e-05,8.943193312748975e-05,8.53124091990551e-05,1.1869335789303192e-05,69.85354877231448,14.147869072574087,-110.33729333131862
18.0,69.85352931782052,14.14727381903387,-110.3370502542349,0.4073975247567653,-0.4087062051732253,-0.7081391164854186,0.40684823506832724,0.4073945965124605,-0.40870777926111557,-0.7081374346017578,0.4068525133504008,6.817756890011332e-05,8.172005846137043e-05,-1.5022562643626223e-05,8.791167378160743e-05,8.322113700354517e-05,-6.714796294863171e-07,69.85361142991202,14.147882162213818,-110.3372451374145
